,airportIn,airportOut,company,number
632,CYUL,KFLL,Skyservice Business Aviation Inc./skyservice Aviation D'affaires Inc.,28
633,CSY4,CSA2,Others,15
634,CYSC,CSB3,Others,15
635,CYUL,KERI,Others,18
636,CYRQ,CSC3,Others,15
637,CYUL,71MI,Jazz Aviation Lp,15
638,CYRO,CYHU,Others,15
639,CYHU,CST7,Air Georgian Limited,15
640,CYRQ,CSB3,Others,15
641,CZBM,CYYZ,Others,15
642,CYHU,VT52,Others,18
643,CYUL,KBOS,Skyservice Business Aviation Inc./skyservice Aviation D'affaires Inc.,26
644,CYUL,CYQY,Others,15
645,CYUL,KPHL,Air Canada,29
646,CYQB,CYYZ,Westjet Encore Ltd.,15
647,CYUL,LFPB,Others,29
648,CYHU,KIAD,Others,25
649,CYUL,CYEG,Others,15
650,CYUL,CNN8,Others,15
651,CYFJ,CYTZ,Others,15
652,CYUL,LFKL,Air Canada,15
653,CYUL,LFFI,Air Transat A T Inc.,15
654,CYUL,KBCT,Air Canada,15
655,CYFJ,CYUL,Aviation Starlink Inc.,14
656,CYUY,CYSB,Air Georgian Limited,14
657,CYUL,BIKF,Air Canada,27
658,CSC3,CYRQ,Others,14
659,CYHU,CSZ3,Others,14
660,CYUL,K06C,American Airlines Inc,14
661,CYMX,KTEB,Others,23
662,CYHU,CYHZ,Others,14
663,CYMX,CYYZ,Air Canada,14
664,CYUL,KPBI,Skyservice Business Aviation Inc./skyservice Aviation D'affaires Inc.,18
665,CYUL,KIAH,Air Canada,18
666,CYRQ,CYYZ,Air Canada,14
667,CYHM,CYMX,Air Canada,14
668,CYYZ,CYUY,Air Georgian Limited,14
669,CYUL,CYOW,Cargojet Airways Ltd.,14
670,CYHU,CYFJ,Others,14
671,CYUL,CNV9,Air Canada,14
672,CYRQ,CTR6,Others,14
673,CYUL,CCY4,Flair Airlines Ltd,14
674,CYUL,LFBD,Others,27
675,CYMX,CYQB,Others,14
676,CYOW,CYUL,Cargojet Airways Ltd.,14
677,CYTZ,CYMX,Others,14
678,CYRQ,CYSN,Others,14
679,CSJ4,CYRQ,Others,14
680,CSA2,CYJN,Others,14
681,CYUL,LEBL,Others,26
682,CYUL,CHG2,Air Canada,14
683,CYHU,KBED,Others,24
684,CYMX,CYRQ,Others,14
685,CYOW,CZBM,Others,14
686,CYUL,TXKF,Others,24
687,CYUL,KRDU,Air Georgian Limited,26
688,CYRQ,CZBM,Others,13
689,CYUL,1XS1,Jazz Aviation Lp,13
691,CSB3,CZBM,Others,13
692,CYMX,EGNX,Others,14
693,CYUL,EGKK,Others,18
694,CYSC,CYYZ,Others,13
695,CYMX,CYUL,Air Canada,13
696,CSY4,CYMX,Others,13
697,CYMX,BIKF,Others,25
698,CYWG,CYMX,Air Canada,13
699,CYUL,EGSS,Others,25
700,CYHU,KRDU,Others,18
701,CST3,CPR2,Others,13
702,CYUL,KMSP,Bank Of Utah Trustee,24
703,CSE4,CSZ3,Others,13
704,CYMX,CYND,Others,13
705,CYOW,CYUL,Sky Regional Airlines Inc. /lignes Aériennes Sky Regional Inc.,13
706,CYUL,LFBO,Others,26
707,CYUL,KBCT,Air Canada Rouge Lp,13
708,CYUL,LFRS,Air Transat A T Inc.,20
709,CYUL,VT45,Others,13
710,CYKF,CSE4,Others,13
711,CYHU,CTR6,Others,13
712,CYUL,CSY3,Others,16
713,CYHU,CNF3,Others,13
714,CZBM,CYRQ,Others,13
715,CFQ7,CYUL,Air Canada,13
716,CYUL,LFHV,Air Canada,13
717,CYMX,CSE4,Others,13
718,CYUL,KDCA,Cargojet Airways Ltd.,25
719,CYUL,CSC3,Others,13
720,CYHM,CYHU,Others,13
721,CSB3,CYUL,Others,13
722,CYUL,86MI,Others,12
723,CYTZ,CYFJ,Others,12
724,CYHU,CYQG,Others,12
725,CYUL,KPIT,Jazz Aviation Lp,24
726,CYUL,PANC,Others,21
727,CYRQ,CYYZ,Air Canada Rouge Lp,12
728,CYHU,CSD4,Others,12
729,CTR6,KORD,American Airlines Inc,12
730,CYXU,CYHU,Others,12
731,CYUL,CYOW,Sky Regional Airlines Inc. /lignes Aériennes Sky Regional Inc.,12
732,CYUL,KLUK,Others,16
733,CYRO,CYMX,Others,12
734,CYUL,CNF3,Others,12
735,CSR3,CSC3,Others,12
736,CYUL,KSYR,Others,24
737,CYMX,CYSC,Others,12
738,CYUL,EGGW,Others,16
739,CYUL,MDPC,Sunwing Airlines Inc.,14
740,CSB3,CSM3,Others,12
741,CYUL,CYEG,Flair Airlines Ltd,12
742,CYUL,CYUL,Bank Of Utah Trustee,12
744,CYHU,KBUF,Others,14
745,CZBM,CSE4,Others,12
746,CSA2,CSG3,Others,12
747,CYQG,CYHU,Others,12
748,CYKF,CYHU,Others,12
749,CYHU,CSJ5,Others,12
750,CNV9,KFLL,Air Canada Rouge Lp,12
751,CYUL,KFLL,Flair Airlines Ltd,22
752,CYHU,CYCC,Others,12
753,CYUL,CSB3,Others,12
754,CSY3,CSB3,Others,12
755,CYHU,KRIC,Others,23
756,CYUL,CFQ7,Flair Airlines Ltd,12
757,CYMX,EGNX,Air Canada,12
758,CYHU,CSL5,Others,12
759,CST3,CYMX,Others,12
760,CYUL,FD38,Others,12
761,CYMX,CLA2,Others,12
762,CYND,CYMX,Others,12
763,CYHU,CSY4,Others,12
764,CYUL,EHAM,Air Canada,23
765,CYUL,CFQ7,Others,12
766,CYUL,RKSI,Air Canada,18
767,CYUL,KMDW,Skyservice Business Aviation Inc./skyservice Aviation D'affaires Inc.,23
768,CYUL,KBTV,Others,22
769,CYSB,CYUY,Air Georgian Limited,11
770,CYUL,KATL,Cargojet Airways Ltd.,21
771,CYUL,KCVG,Others,13
772,CYMX,CYWG,Air Canada,11
773,CYMX,CSM5,Others,11
774,CYUL,KTTN,Others,22
775,CSG3,CSA2,Others,11
777,CYQB,KORD,American Airlines Inc,12
778,CYUL,KRDU,Others,21
779,CYHU,CYWG,Others,11
780,CYMX,CYJN,Others,11
781,CYHU,K7B2,Others,11
782,CYYZ,CYQB,Air Canada,11
783,CYUL,EGLF,Others,19
784,CYTZ,CYUL,Aviation Starlink Inc.,11
785,CYHU,KBOS,Others,21
786,CYUL,KOMA,Others,14
787,CYUL,CYOW,Aviation Starlink Inc.,11
788,CSC3,CSU3,Others,11
789,CYUL,KFLL,Bank Of Utah Trustee,18
790,CYHU,KMMU,Others,17
791,CYJN,CSE4,Others,11
792,CYFJ,CYHU,Others,11
793,CYUL,KUZA,Others,11
794,CYUL,MDMA,Sunwing Airlines Inc.,11
795,CYCC,CYHU,Others,11
796,CYUL,MDPC,Air Canada Rouge Lp,14
797,CYUL,MDPC,Air Canada,13
798,CYRQ,CSG3,Others,11
799,CSA2,CSY3,Others,11
800,CZBM,KTEB,Others,21
801,CSC3,CZBM,Others,11
802,CYUL,KPDK,Others,20
803,CYUL,K06C,Others,11
804,CYJN,CSR3,Others,11
805,CSE4,CZBM,Others,11
806,CYUL,KDTW,Air Georgian Limited,20
807,CYUL,MDBG,Air Canada,11
809,CYSN,CYRQ,Others,10
810,CSA2,CSM5,Others,10
811,CYHU,CTG3,Others,10
812,CYUL,CYRP,Others,10
813,CLA2,CYMX,Others,10
814,CYUL,KBLM,Others,11
815,CYUL,KCRQ,Others,19
816,CYND,CYOO,Others,10
817,CYUL,CYUL,Air Georgian Limited,10
818,CYUL,CYHM,Bank Of Utah Trustee,10
819,CYYZ,CYUL,Bank Of Utah Trustee,10
820,CYUL,KBCT,Others,11
821,CYVB,CTG3,Others,10
822,CSE4,CYKF,Others,10
823,CYUL,CSQ3,Others,10
824,CSY4,CYHU,Others,10
825,CYUL,KMCO,Air Canada,19
826,CYMX,07KY,Others,11
827,CYUL,KFXE,Skyservice Business Aviation Inc./skyservice Aviation D'affaires Inc.,13
828,CSB3,CSQ3,Others,10
829,CSU3,CSR3,Others,10
830,CSA2,CYRQ,Others,10
831,CYJN,CSC3,Others,10
832,CYUY,CYHU,Others,10
834,CSB3,CYRQ,Others,10
835,CYQB,CYHU,Others,10
836,CCV4,CYUL,Air Canada,10
837,CYMW,CYHU,Others,10
838,CYRP,CYUL,Others,10
839,CYRQ,CSU3,Others,10
840,CYUL,LPPR,Others,15
841,CYMX,CST3,Others,10
842,CYMX,OA16,Others,12
843,CZBM,CYOW,Others,10
844,CYQB,KORD,Others,10
845,CSE4,CYJN,Others,10
846,CYRQ,CSJ5,Others,10
847,CYUL,KDAL,Others,14
848,CYUL,KIND,Others,20
849,CYHZ,CYUL,Sky Regional Airlines Inc. /lignes Aériennes Sky Regional Inc.,10
850,CYYZ,CYSC,Others,10
851,CSU3,CSC3,Others,10
852,CYHZ,CYUL,Skyservice Business Aviation Inc./skyservice Aviation D'affaires Inc.,10
853,CYUL,KWHP,Others,10
854,CYUL,LFHW,Air Canada,10
855,CYHU,KF45,Others,10
856,CTA4,CYUL,Others,10
857,CYUL,KDFW,American Airlines Inc,18
858,CYMX,KALB,Others,10
859,CYHU,CYQB,Others,10
860,CYUL,KHOU,Others,19
861,CYJN,CYMX,Others,9
862,CYPQ,CYHU,Others,9
863,CYUL,CTR6,Aviation Starlink Inc.,9
864,CYUL,KTPA,Others,18
865,CYUL,VA16,Others,9
866,CYUL,CCV4,Jazz Aviation Lp,9
867,CSR3,CYUL,Others,10
869,CYUL,KUGN,Others,16
870,CYGK,CYHU,Others,9
871,CFQ7,CYUL,Flair Airlines Ltd,9
872,CYUL,KFMY,Air Canada Rouge Lp,9
873,CYXE,CYUL,Air Canada,9
874,CYUL,KHWO,Others,9
875,CYJN,CYSC,Others,9
876,CYND,CSB3,Others,9
877,CYUL,LFPG,Others,16
878,CSB3,CSR3,Others,9
879,CYUL,CYQB,Sunwing Airlines Inc.,9
880,CSC3,CSJ5,Others,9
881,CYSC,CSQ3,Others,9
882,CYUL,FD08,Others,10
883,CYUL,86MI,Wells Fargo Trust Co Na Trustee,9
884,CSE4,CYMX,Others,9
885,CYLS,CYUL,Others,9
886,CYUL,CYRO,Others,9
887,CYHU,KFXE,Others,10
888,CYUL,KYIP,Others,12
889,CYHU,CSH5,Air Georgian Limited,9
890,CYUL,FD83,Air Canada Rouge Lp,9
891,CYUL,BIKF,Others,15
892,CYUL,KBED,Skyservice Business Aviation Inc./skyservice Aviation D'affaires Inc.,12
893,CYJN,CSB3,Others,9
894,CYFJ,CYUL,Others,9
895,CSB3,CYJN,Others,9
896,CPR2,CYND,Others,9
897,CYPQ,CYUL,Skyservice Business Aviation Inc./skyservice Aviation D'affaires Inc.,9
898,CYMX,CAA2,Others,9
899,CYND,CSE4,Others,9
900,CYUL,CYFJ,Aviation Starlink Inc.,9
901,CYUL,KBDR,Others,11
902,CYUL,KBWI,Others,17
903,CYUL,EINN,Others,16
904,CYMX,CYHM,Air Canada,9
905,CCP3,CYHU,Others,9
906,CSE4,CTR6,Others,9
907,CYUL,LFHJ,Air Canada,14
908,CYYT,CYUL,Jazz Aviation Lp,9
909,CLA2,CYHU,Others,9
910,CYHU,CTE5,Others,9
911,CYTZ,CYND,Others,9
912,CYUL,KORL,Others,16
913,CYOW,CYND,Others,9
914,CYUL,CSD4,Others,9
915,CYUL,KSUA,Others,15
916,CYUL,CSM3,Others,9
917,CSG3,CSC3,Others,9
918,CYRQ,CYHM,Others,9
919,CSE4,CYUL,Others,9
920,CYMX,VT52,Others,10
921,CYUL,CYYG,Sky Regional Airlines Inc. /lignes Aériennes Sky Regional Inc.,9
923,CYUL,KPBI,Air Canada Rouge Lp,12
924,CYUL,TBPB,Skyservice Business Aviation Inc./skyservice Aviation D'affaires Inc.,17
925,CYMX,VT26,Others,14
926,CYUL,CYSN,Others,9
927,CYUL,CYTZ,Aviation Starlink Inc.,9
928,CYOO,CYND,Others,9
929,CSA2,CSN3,Others,9
930,CYUL,LFRZ,Air Transat A T Inc.,9
931,CYUL,CSM5,Others,9
932,CYHU,BIRK,Others,12
933,CYUL,CYVB,Others,9
934,CYUL,KFTY,Others,18
935,CYND,CYUL,Others,10
936,CYUL,KSRQ,Others,13
937,CYHU,CSM5,Others,9
938,CYRO,CSZ3,Others,8
939,CZBA,CYHU,Others,8
940,CYYZ,CTR6,Sky Regional Airlines Inc. /lignes Aériennes Sky Regional Inc.,8
941,CSC3,CYUL,Others,8
942,CYMX,KABE,Others,8
943,CYCC,CYMX,Others,8
944,CYUL,KDTW,Cargojet Airways Ltd.,13
945,CYFJ,CYQG,Others,8
946,CYUL,KOPF,Aviation Starlink Inc.,14
947,CYUL,KRIC,Others,12
948,CYQB,KEWR,Others,10
949,CYUL,LFHH,Air Transat A T Inc.,8
950,CYUL,KUZA,Bank Of Utah Trustee,8
951,CZBM,CSH5,Others,8
952,CYUL,CYHM,Porter Airlines Inc.,8
953,CYQB,CYYZ,Others,8
954,CYOO,CTR6,Others,8
955,CYUL,KPMP,Air Transat A T Inc.,11
956,CYRQ,CSJ4,Others,8
957,CYUL,KPHL,Wells Fargo Trust Co Na Trustee,16
958,CYUL,KMKE,Others,9
959,CSA2,CSC3,Others,8
960,CYUL,EBMB,Air Transat A T Inc.,10
961,CTR6,CNV9,Others,8
962,CYHM,CTR6,Jazz Aviation Lp,8
963,CYRP,CYHU,Others,8
964,CYUL,KEWB,Others,14
965,CYUL,CST7,Others,8
966,CYUL,CYND,Others,9
967,CYUY,CYYZ,Air Georgian Limited,8
968,CYRO,CYUL,Others,8
969,CYUL,KBWI,Air Georgian Limited,16
970,CYUL,KGRB,Others,14
971,CYUL,CCW4,Air Canada,8
972,CYHU,KPSM,Others,12
973,CYYZ,CTR6,Cargojet Airways Ltd.,8
974,CYRP,CYMW,Others,8
975,CYHU,CSS4,Others,8
976,CYYT,CYUL,Air Canada,8
977,CYHU,VT26,Others,10
978,CYMX,3NK5,Bank Of Utah Trustee,8
979,CSB3,CYMX,Others,8
980,CSA2,CSE3,Others,8
981,CYND,CNF3,Others,8
982,CYMX,8KY6,Cargojet Airways Ltd.,9
983,CYTR,CYMX,Others,8
984,CYUL,88VT,Others,15
985,CSJ5,CSC3,Others,8
986,CYUL,KFLL,Aviation Starlink Inc.,15
987,CYUL,KPSF,Others,8
988,CYUL,CLC2,Others,8
989,CYUL,CYCH,Others,8
990,CYUL,KSTL,Others,16
991,CYUL,KMCO,Skyservice Business Aviation Inc./skyservice Aviation D'affaires Inc.,14
992,CSY4,CYUL,Others,8
993,CYUL,CCY4,Westjet Encore Ltd.,8
994,CYMX,IG07,Cargojet Airways Ltd.,8
995,CYUL,KSAN,Others,15
996,CYUL,KILG,Others,14
997,CYUL,CCF4,Flair Airlines Ltd,8
998,CSZ3,CYRO,Others,8
999,CYUL,CPS2,Skyservice Business Aviation Inc./skyservice Aviation D'affaires Inc.,8
1000,CYMX,CSJ5,Others,8
1001,CYUL,KABE,Others,11
1002,CYUL,KSJC,Others,12
1003,CYUL,KLEB,Others,8
1004,CYHU,KFOK,Others,16
1005,CYUL,CYGK,Others,8
1006,CSE4,CAA2,Others,8
1007,CYMX,CSC3,Others,8
1008,CYHU,CYKF,Others,8
1009,CYND,CPR2,Others,8
1010,CYUL,KPNE,Others,8
1011,CNV9,CSJ5,Others,8
1012,CYHU,CYGK,Others,8
1013,CYVB,CSJ5,Others,8
1014,CSQ3,CZBM,Others,8
1015,CYUL,CSA2,Others,7
1016,CYUL,OI62,Others,7
1017,CYUL,CPS2,Others,7
1018,CYHM,CYUL,Air Georgian Limited,7
1019,CYHU,KMDW,Others,13
1020,CYPN,CYUL,Others,7
1021,CYUL,CST7,Jazz Aviation Lp,7
1022,CYTZ,CTR6,Others,7
1023,CSB3,CYND,Others,7
1024,CYUL,LLBG,Others,13
1025,CYUL,MGGT,Others,13
1026,CYUL,KHOU,Skyservice Business Aviation Inc./skyservice Aviation D'affaires Inc.,13
1027,CYHU,CYUL,Air Georgian Limited,7
1028,CYND,CAA2,Others,7
1029,CYHU,CYRP,Others,7
1030,CYUL,EGKR,Others,7
1031,CYUL,ME26,Others,9
1032,CYMX,VT15,Others,7
1033,CYRQ,CSE4,Others,7
1034,CYHU,CLA2,Others,7
1035,CYUL,71MI,Air Canada,7
1036,CYHZ,CYUL,Aviation Starlink Inc.,7
1037,CNV9,KFRG,Others,7
1038,CYUL,KMVY,Others,8
1039,CSP6,CSE4,Others,7
1040,CYZV,CYUL,Jazz Aviation Lp,7
1041,CYUL,03MA,Others,7
1042,CSB3,CSE4,Others,7
1043,CNV9,CYYZ,Air Canada,7
1044,CYMX,CNV4,Others,7
1045,CYSC,CYJN,Others,7
1046,CSZ3,CSE4,Others,7
1047,CSG3,CYRQ,Others,7
1048,CYJN,CSU3,Others,7
1049,CSE4,CNF3,Others,7
1050,CYMX,CSB3,Others,7
1051,CYMX,CYOO,Others,7
1052,CYUL,KDWH,Jazz Aviation Lp,7
1053,CSB3,CNV9,Others,7
1054,CYHU,CZBA,Others,7
1055,CYUL,KSAT,Others,12
1056,CSC3,CTR6,Others,7
1057,CYUL,KSUS,Others,10
1058,CSC3,CYJN,Others,7
1059,CYUL,KACK,Others,7
1060,CSU3,CYSC,Others,7
1061,CSY4,CSZ3,Others,7
1062,CYND,CYJN,Others,7
1063,CYUL,CYWG,Skyservice Business Aviation Inc./skyservice Aviation D'affaires Inc.,7
1064,CYMX,KRDU,Others,12
1065,CYWG,CYHU,Others,7
1066,CYFJ,CYYZ,Others,7
1067,CYUL,86MI,Bank Of Utah Trustee,7
1068,CYYC,CYHU,Others,7
1069,CYUL,KSDF,Others,12
1070,CSR3,CYYZ,Others,7
1071,CYJN,CSQ3,Others,7
1072,CSE4,CSC3,Others,7
1073,CYMX,CSQ3,Others,7
1074,CYSH,CYND,Others,7
1075,CYUL,KY47,Others,7
1076,CYQB,KEWR,Republic Airways Inc,10
1077,CYCC,CYJN,Others,7
1078,CYFJ,KTEB,Others,10
1079,CYUL,CCW4,Jazz Aviation Lp,7
1080,CYSC,CYRQ,Others,7
1081,CYUL,RJAK,Air Canada,7
1082,CSB3,CSH5,Others,7
1084,CYUL,CCW4,Others,7
1085,CYUL,KPHL,Sky Regional Airlines Inc. /lignes Aériennes Sky Regional Inc.,12
1086,CYUL,CYXE,Others,7
1087,CYUL,KX14,Air Canada Rouge Lp,7
1088,CYND,CYSH,Others,7
1089,CYQY,CYUL,Cargojet Airways Ltd.,7
1090,CYUL,CYQY,Cargojet Airways Ltd.,7
1091,CYUL,KAKH,Wells Fargo Trust Co Na Trustee,7
1092,CYHU,CYGP,Others,7
1093,CYUL,KSAV,Others,13
1096,CYND,CYMW,Others,6
1097,CYGV,CYUL,Others,6
1098,CYUL,CYLS,Others,6
1099,CYRQ,CYVB,Others,6
1100,CYUL,CYHZ,Skyservice Business Aviation Inc./skyservice Aviation D'affaires Inc.,6
1101,CYQB,CYTZ,Porter Airlines Inc.,6
1102,CYND,CYTZ,Others,6
1103,CYYZ,CYUL,Air Georgian Limited,6
1104,CSS3,CYCC,Others,6
1105,CSE4,CSD4,Others,6
1106,CYHU,KLNA,Others,9
1107,CYUL,KSLK,Others,6
1108,CSA2,CYUL,Others,6
1109,CYUL,KDPA,Others,10
1110,CYSC,CYOO,Others,6
1111,CYUL,KAPA,Skyservice Business Aviation Inc./skyservice Aviation D'affaires Inc.,8
1112,CSZ3,CSY4,Others,6
1113,CYUL,LFHC,Others,9
1114,CYSC,CYMX,Others,6
1115,CSJ5,CYUL,Others,6
1116,CYUL,KHVN,Others,10
1118,CYHU,KIND,Others,8
1119,CYXE,CYUL,Others,6
1120,CYMX,LFPG,Air France,6
1121,CSR3,CYSC,Others,6
1122,CYYZ,CYFJ,Others,6
1123,CYQG,CYFJ,Others,6
1124,CSA2,CYHU,Others,6
1125,CSJ4,CSA2,Others,6
1126,CSC3,CSA2,Others,6
1127,CZBM,KHPN,Others,9
1128,CYUL,CSK5,Air Canada Rouge Lp,6
1129,CYUL,MMHO,Others,6
1130,CNV4,CSE4,Others,6
1131,CYUL,CSY4,Others,6
1132,CYUL,MDMA,Air Canada Rouge Lp,6
1133,CYUL,KMCF,Air Canada Rouge Lp,6
1134,CNC3,CYHU,Others,6
1135,CZBM,CSK4,Others,6
1136,CYUL,KAUS,Others,12
1137,CSE4,CSR3,Others,6
1138,CSG3,CYND,Others,6
1139,CYUL,LMML,Others,6
1140,CYUL,KMHT,Others,11
1141,CYSC,CSH5,Others,6
1142,CSB3,CCP3,Others,6
1143,CYUL,CYYZ,Bank Of Utah Trustee,6
1144,CYUL,CYYZ,Cargojet Airways Ltd.,6
1145,CPG5,CYUL,Others,6
1146,CYHU,KMHT,Others,11
1147,CYHU,MA43,Others,9
1148,CYUL,CYHU,Air Georgian Limited,6
1149,CYUL,KAKH,American Airlines Inc,9
1150,CYMX,NY60,Others,6
1151,CYUL,KDAY,Others,8
1153,CYUL,KEDC,Others,6
1154,CYUL,CSG5,Others,6
1155,CYUL,71MI,Wells Fargo Trust Co Na Trustee,6
1156,CSY3,CYUL,Others,6
1157,CYUL,CEQ3,Others,6
1158,CNV9,CYYC,Westjet,6
1159,CYUL,ME26,Aviation Starlink Inc.,9
1160,CSE4,CSB3,Others,6
1161,CSU3,CSJ4,Others,6
1162,CYUL,KBKL,Others,6
1163,CYUL,CYQB,Skyservice Business Aviation Inc./skyservice Aviation D'affaires Inc.,6
1164,CYUL,KITH,Others,8
1165,CYMX,KBUF,Others,7
1166,CYHU,KBTV,Others,9
1167,CYUL,BIKF,Skyservice Business Aviation Inc./skyservice Aviation D'affaires Inc.,11
1168,CSC3,CYMX,Others,6
1169,CYRQ,KPIE,Others,7
1170,CYUL,95FD,Air Canada Rouge Lp,6
1173,CYUL,FD38,Skyservice Business Aviation Inc./skyservice Aviation D'affaires Inc.,6
1174,CYRO,CSE4,Others,6
1175,CYUL,TJSJ,Air Canada,12
1176,CYOO,CYMX,Others,6
1177,CSE4,CYTZ,Others,6
1178,CZBM,CYTZ,Others,6
1179,CNV9,CYOO,Others,6
1180,CYSC,CSU3,Others,6
1181,CYUL,FD38,Air Canada Rouge Lp,6
1182,CYKF,CYND,Others,6
1183,CYRQ,CYUL,Air Canada Rouge Lp,6
1184,CYUL,KATW,Others,10
1185,CSR3,CSE4,Others,6
1186,CYVR,CYUL,Skyservice Business Aviation Inc./skyservice Aviation D'affaires Inc.,6
1187,CYMX,88VT,Others,6
1188,CYHU,KEWR,Others,8
1189,CYUL,SDTB,Air Canada,6
1190,CYSN,CSE4,Others,6
1191,CYUL,KBCT,Air Transat A T Inc.,6
1192,CYUL,KEWR,Aviation Starlink Inc.,9
1193,CYUL,KF45,Skyservice Business Aviation Inc./skyservice Aviation D'affaires Inc.,6
1194,CYUL,KVRB,Others,6
1195,CSB3,CYFJ,Others,6
1196,CSE4,CYFJ,Others,6
1198,CYUL,KPIT,Air Canada,11
1199,CSE4,CSG3,Others,6
1200,CSR3,KRIC,Others,9
1201,CYRQ,CYJN,Others,6
1202,CSC3,CSG3,Others,6
1203,CSE4,CYOO,Others,6
1204,CYHU,KPBI,Others,10
1205,CYND,CNV9,Others,6
1206,CYMX,KHPN,Others,8
1207,CYHU,CSA2,Others,6
1208,CYUL,KRME,Others,5
1209,CSC3,CNF3,Others,5
1210,CYHM,CYUL,Bank Of Utah Trustee,5
1211,CZBM,KLGA,Others,7
1212,CSK4,CZBM,Others,5
1213,CYYZ,CTR6,Sunwing Airlines Inc.,5
1214,CYUL,KLGA,Cargojet Airways Ltd.,10
1215,CYHU,CYCL,Others,5
1216,CYUL,KIAD,Skyservice Business Aviation Inc./skyservice Aviation D'affaires Inc.,9
1217,CYUL,CHG2,Jazz Aviation Lp,5
1218,CYQA,CYUL,Others,5
1219,CYPQ,CYUL,Others,5
1220,CYMX,CYUL,Skyservice Business Aviation Inc./skyservice Aviation D'affaires Inc.,5
1221,CSJ4,CYMX,Others,5
1222,CZBM,CYCC,Others,5
1223,CYOW,CYUL,Aviation Starlink Inc.,5
1224,CYUL,CYPN,Others,5
1225,CYUL,CZBF,Others,5
1226,CYUL,KBED,Aviation Starlink Inc.,10
1227,CYND,CYRP,Others,5
1228,CYUL,KLNA,Skyservice Business Aviation Inc./skyservice Aviation D'affaires Inc.,8
1229,CYHU,CLC2,Others,5
1230,CYCH,CYUL,Others,5
1231,CYQB,CYHM,Jazz Aviation Lp,5
1232,CYSC,CYUL,Others,5
1233,CSJ4,CYUL,Others,7
1234,CYYZ,CYUY,Others,5
1235,CYUL,MDMA,Others,5
1236,CZBM,CYND,Others,5
1237,CNV9,CTR6,Others,5
1238,CNV4,CYMX,Others,5
1239,CYSN,CYUL,Others,5
1240,CZBM,CYFJ,Others,5
1241,CYUL,CYGV,Others,5
1242,CYOW,CYFJ,Others,5
1243,CYUL,MMMX,Bank Of Utah Trustee,8
1244,CYKZ,CYFJ,Aviation Starlink Inc.,5
1245,CYOW,CTR6,Sunwing Airlines Inc.,5
1246,CYHM,CYFJ,Aviation Starlink Inc.,5
1247,CYUL,KPHX,Others,7
1248,CYCK,CYUL,Others,5
1249,CYJN,CSC3,Air Canada Rouge Lp,5
1250,CSQ3,CYSC,Others,5
1251,CYUL,KFOK,Aviation Starlink Inc.,9
1252,CYUL,CAM3,Air Canada Rouge Lp,5
1253,CYHU,KGON,Others,6
1254,CYJN,CYTZ,Others,5
1255,CYUL,CRL2,Others,5
1256,CYHU,CYTZ,Air Canada,5
1257,CSE4,CSN3,Others,5
1258,CYUL,CYYG,Others,5
1259,CSE3,CSA2,Others,5
1260,CYUL,KCDW,Others,5
1261,CSE4,CSA2,Others,5
1262,CZBM,CYOO,Others,5
1263,CYUL,CSK4,Others,5
1264,CYHU,VT46,Others,6
1265,CNV9,CYTZ,Others,5
1266,CNP3,CYND,Others,5
1267,CSY4,CSM5,Others,5
1268,CYUL,CYQB,Aviation Starlink Inc.,5
1269,CYYZ,CYHU,Air Canada,5
1270,CYTZ,CZBM,Others,5
1271,CYYZ,CYHU,Skyservice Business Aviation Inc./skyservice Aviation D'affaires Inc.,5
1272,CYND,CYYZ,Others,5
1273,CSA2,CSR3,Others,5
1275,CYUL,86MI,Jazz Aviation Lp,6
1276,CYUL,FD20,Air Canada Rouge Lp,5
1277,CYUL,PN40,Others,5
1278,CYRQ,CYTZ,Others,5
1279,CSE4,CSP6,Others,5
1280,CYVB,CYUL,Others,5
1281,CSB3,CYRO,Others,5
1282,CSZ3,CSP5,Others,5
1283,CYJN,CYKF,Others,5
1284,CSE4,CSP5,Others,5
1285,CYMX,EDDK,Cargojet Airways Ltd.,9
1286,CYHU,KCDW,Others,6
1288,CYOO,CYJN,Others,5
1289,CYUL,KSWF,Others,9
1290,CTR6,CSJ5,Others,5
1291,CYUL,CSB5,Jazz Aviation Lp,5
1292,CYUL,KUZA,American Airlines Inc,5
1293,CSS3,CSE4,Others,5
1294,CYUL,KFPR,Others,6
1295,CSG3,CSE4,Others,5
1296,CSC3,CSE4,Others,5
1297,CSA2,CSE4,Others,5
1298,CYSN,CYMX,Others,5
1299,CYUL,NY60,Others,7
1300,CYUL,CYXU,Others,5
1301,CYUL,EBBR,Others,10
1302,CYUL,KGON,Others,5
1303,CYHU,CYXU,Others,5
1304,CYMX,CYHZ,Cargojet Airways Ltd.,5
1305,CYUL,KX14,Others,5
1306,CYUL,CYHZ,Sky Regional Airlines Inc. /lignes Aériennes Sky Regional Inc.,5
1307,CYUL,CYXE,Air Canada,5
1308,CZBM,CYHZ,Others,5
1309,CYUL,KSTP,Others,8
1310,CYOO,CSE4,Others,5
1311,CYRQ,CYOW,Others,5
1312,CYUL,CYMX,Air Canada,5
1313,CYTZ,CSE4,Others,5
1314,CYMX,CYTR,Others,5
1315,CYHU,KSYR,Others,9
1316,CYUL,LFLL,Others,8
1317,CYUL,VT46,Others,7
1318,CSJ4,CSB3,Others,5
1319,CSU3,CYJN,Others,5
1320,CSG3,CSJ4,Others,5
