,airportIn,airportOut,company,number
1321,CYHU,CYSN,Others,5
1322,CYUL,OMDB,Others,7
1323,CYUL,CCM3,Jazz Aviation Lp,5
1324,CYUL,LFKL,Air Transat A T Inc.,5
1325,CYHU,KPIT,Others,10
1326,CSR3,CSH5,Others,5
1327,CSY3,CSG3,Others,5
1328,CYUL,LFHV,Air Transat A T Inc.,5
1329,CSB3,CSG3,Others,5
1330,CSE4,CYND,Others,5
1331,CYFJ,CYKZ,Aviation Starlink Inc.,5
1332,CSB3,CSU3,Others,5
1333,CYHU,CYVR,Others,5
1334,CYUL,LSZM,Others,7
1335,CYHU,89NY,Others,5
1336,CYCL,CYHU,Others,5
1337,CYRQ,KSFB,Others,9
1338,CYCC,CZBM,Others,5
1339,CYJN,CSZ3,Others,5
1340,CYFJ,CNV9,Others,5
1341,CYJN,CYRQ,Others,5
1342,CSQ3,CYHU,Others,5
1343,CYUL,KOSH,Others,5
1344,CYND,CSZ3,Others,5
1345,CZBM,CST3,Others,5
1346,CYUL,CST3,Others,5
1347,CZBF,CYUL,Others,5
1348,CYUL,KMTN,Others,5
1349,CYUL,78MI,Delta Air Lines,5
1350,CSZ3,CYHU,Others,5
1351,CYMX,CNP7,Others,5
1352,CYUL,KRYY,Others,8
1354,CYRQ,CSY3,Others,5
1355,CYPQ,CYND,Others,5
1356,CSG3,CSY3,Others,5
1357,CSJ5,CYHU,Others,5
1358,CYMX,KORD,Others,8
1360,CYMX,KOIC,Others,5
1361,CSP5,CSZ3,Others,5
1363,CYUL,KBUF,Bank Of Utah Trustee,5
1364,CYHM,CYRQ,Others,5
1365,CYSC,CYND,Others,5
1366,CSU3,CYRQ,Others,5
1367,CYVR,CYHU,Others,5
1368,CYVR,CYUL,Bank Of Utah Trustee,5
1369,CYND,CPF4,Others,5
1370,CSE4,CSS3,Others,5
1371,CYUL,KHWO,Air Canada,5
1372,CYUL,CYYZ,Air Georgian Limited,5
1373,CYCC,CSS3,Others,5
1374,CYUL,CYHU,Bank Of Utah Trustee,5
1375,CYUL,KHPN,Aviation Starlink Inc.,8
1376,CNV9,CYUL,Skyservice Business Aviation Inc./skyservice Aviation D'affaires Inc.,5
1377,CYHU,CSZ4,Air Georgian Limited,5
1378,CAA2,CYMX,Others,5
1379,CYRP,CST3,Others,5
1380,CYUL,MPRH,Air Transat A T Inc.,5
1381,CYRQ,CNV9,Others,5
1382,CYUL,KHPN,Skyservice Business Aviation Inc./skyservice Aviation D'affaires Inc.,6
1383,CYSN,CYHU,Others,5
1384,CYHU,KCMH,Others,9
1385,CNN8,CYHU,Others,5
1386,CYND,CST3,Others,5
1387,CST3,CYRP,Others,4
1388,CSL5,CYHU,Others,4
1389,CYUL,17FA,Air Canada Rouge Lp,4
1390,CYHU,3NK5,Others,4
1391,CYSC,KBUF,Others,4
1392,CNV9,CYUL,Air Transat A T Inc.,4
1393,CYUL,KDTW,Skyservice Business Aviation Inc./skyservice Aviation D'affaires Inc.,6
1394,CSH5,CYHU,Others,4
1395,CYUL,KDET,Others,8
1396,CYJN,CYRP,Others,4
1397,CNS4,CYMX,Others,4
1398,CNL8,CYUL,Others,4
1399,CSE4,CYOW,Others,4
1400,CYUL,EGKB,Others,8
1401,CYND,KEWB,Others,5
1402,CYUY,CYMX,Others,4
1403,CYMX,KJFK,Others,8
1404,CYUL,EDDK,Others,8
1405,CYJN,KBUF,Others,4
1406,CSM5,CYHU,Others,4
1407,CSB3,CYTZ,Others,4
1408,CYUL,KISP,Others,7
1409,CYOO,CYHU,Air Canada,4
1410,CYHU,KFRG,Others,7
1411,CSE4,CYRQ,Others,4
1412,CYOO,CZBM,Others,4
1413,CYHU,KEFK,Others,4
1414,CYHU,VT45,Others,4
1415,CYHU,KGRR,Others,8
1416,CSE4,CYRO,Others,4
1417,CYTR,CYHU,Others,4
1418,CYND,CYKF,Others,4
1419,CYTZ,CYHU,Air Canada,4
1420,CYUL,06FA,Others,4
1421,CYUL,CYKF,Aviation Starlink Inc.,4
1422,CYUL,KFTW,Others,8
1423,CYHU,KBNA,Others,5
1424,CYUL,KCMH,Aviation Starlink Inc.,4
1425,CZBM,KFOK,Others,7
1426,CZBM,KBWI,Others,8
1427,CZBM,CYKF,Others,4
1428,CYZV,CYHU,Others,4
1429,CYVB,CYGP,Others,4
1430,CYUL,MA43,Others,8
1431,CYUL,KGRR,Others,8
1432,CYUL,CYSB,Others,4
1433,CYOW,CYSC,Others,4
1434,CSJ5,CYMX,Others,4
1435,CYFJ,KBOS,Others,5
1436,CST3,CYHU,Others,4
1437,CYYC,CYMX,Others,4
1438,CYKF,CYSC,Others,4
1439,CYHU,CYLS,Others,4
1441,CYHU,24ME,Others,4
1442,CYSH,CYJN,Others,4
1443,CYTZ,CYJN,Others,4
1444,CSV8,CYUL,Others,4
1445,CYHU,KJFK,Others,6
1446,CLC2,CYUL,Others,4
1447,CYUL,KHHR,Others,4
1448,CYZV,CYMX,Others,4
1449,CZBM,VT52,Others,4
1450,CYHU,KHYA,Others,4
1451,CYUL,CYQS,Aviation Starlink Inc.,4
1452,CSS3,CYUL,Others,4
1453,CYSC,CYKZ,Others,4
1454,CYMX,CYHU,Air Georgian Limited,4
1455,CSJ5,CYRQ,Others,4
1456,CYUL,KROC,Others,8
1457,CYYG,CYUL,Others,4
1458,CYUL,SNEJ,Air Canada,4
1459,CYYZ,CYVB,Others,4
1460,CYYZ,CSM3,Others,4
1461,CZBM,CSM3,Others,4
1462,CYUL,KMSP,Cargojet Airways Ltd.,8
1463,CYUL,KBOS,Bank Of Utah Trustee,7
1464,CSE4,CNV9,Others,4
1465,CPG5,CSE4,Others,4
1466,CYUL,LPBJ,Others,4
1467,CYUL,CYYJ,Others,4
1468,CYUL,FL86,Air Canada Rouge Lp,4
1469,CYND,CSU3,Others,4
1470,CYHU,CSN3,Others,4
1471,CYMX,PANC,Others,6
1472,CYKZ,CSU3,Others,4
1473,CYUL,SBGR,Air Canada,7
1474,CYUL,CYQA,Others,4
1475,CYUL,FL88,Others,4
1476,CYYC,CYQB,Westjet,4
1477,CSR3,CSU3,Others,4
1478,CYUL,KMDT,Others,5
1479,CSU3,CYND,Others,4
1480,CYUL,KRSW,Air Canada Rouge Lp,7
1481,CYUL,KSDL,Others,5
1482,CYMX,CSM3,Others,4
1483,CSE4,CSY4,Others,4
1484,CSG3,CSY4,Others,4
1485,CYUL,FL88,Air Canada Rouge Lp,4
1486,CSY3,CSE4,Others,4
1487,CYUL,TBPB,Others,7
1489,CYND,CNP3,Others,4
1490,CYQB,CYVB,Others,4
1491,CYUL,KOAJ,Skyservice Business Aviation Inc./skyservice Aviation D'affaires Inc.,4
1492,CYJN,CSK4,Others,4
1493,CYND,59NY,Others,4
1494,CYUL,78MI,Others,4
1495,CYUL,KNZY,Others,4
1496,CYYT,CYUL,Others,4
1497,CYND,CSY4,Others,4
1498,CYLS,CSY4,Others,4
1499,CYTR,CYQB,Others,4
1500,CSM5,CSY4,Others,4
1501,CYHU,KPBG,Others,7
1502,CYJN,CNN8,Others,4
1503,CYCC,CSC3,Others,4
1504,CZBM,CSA2,Others,4
1505,CSB3,CSS3,Others,4
1506,CYUL,KJFK,Skyservice Business Aviation Inc./skyservice Aviation D'affaires Inc.,7
1507,CYUL,CCW4,Porter Airlines Inc.,4
1508,CYUL,KIAH,Cargojet Airways Ltd.,6
1509,CYHZ,CSC3,Others,4
1510,CYUL,LFMF,Air Canada,4
1511,CYUL,ENGM,Others,7
1512,CYYZ,CSR3,Others,4
1513,CYUL,CSR3,Skyservice Business Aviation Inc./skyservice Aviation D'affaires Inc.,4
1514,CYUL,EDMO,Others,7
1515,CSG3,CSB3,Others,4
1516,CSS3,CSC3,Others,4
1517,CYUL,FL59,Air Canada Rouge Lp,5
1518,CYMX,LFBO,Others,4
1519,CYMX,EVRA,Others,4
1520,CYMX,CSP6,Others,4
1521,CSS3,CSB3,Others,4
1522,CSU3,CSB3,Others,4
1523,CYUL,KACY,Others,5
1524,CST3,CSA2,Others,4
1525,CTR6,CYOO,Others,4
1526,CYUL,KAPC,Others,5
1527,CYMX,CCY4,Others,4
1528,CSE4,CPR2,Others,4
1529,CYMX,CSN3,Others,4
1530,CYUY,CYYZ,Others,4
1531,CYCC,CYND,Others,4
1532,CYHU,KROC,Others,7
1533,CYHU,CAA2,Others,4
1534,CYHU,CPS2,Others,4
1535,CYUL,KPDX,Others,5
1536,CYND,CRL2,Others,4
1537,CSZ3,CYND,Others,4
1538,CYMX,MMPB,Others,5
1539,CSA2,CST3,Others,4
1540,CYUL,CSD3,Others,4
1541,CYUL,KHYA,Others,7
1542,CYUL,LFMY,Air Transat A T Inc.,4
1543,CYUL,LEMD,Others,7
1544,CYYB,CYUL,Others,4
1545,CYUL,KPVD,Others,7
1546,CYQM,CYUL,Jazz Aviation Lp,4
1547,CSU3,CSG3,Others,4
1548,CYUL,MMCZ,Air Canada Rouge Lp,7
1549,CYUL,CYCL,Others,4
1550,CYUL,CCG4,Jazz Aviation Lp,4
1551,CYUL,CCF4,Westjet Encore Ltd.,4
1552,CYLW,CYUL,Others,4
1554,CYHU,VT15,Others,7
1555,CYHM,CTR6,Others,4
1556,CYKA,CYUL,Others,4
1557,CYSC,CYUL,Skyservice Business Aviation Inc./skyservice Aviation D'affaires Inc.,4
1558,CYUL,KPIT,Aviation Starlink Inc.,7
1559,CYHU,KTEB,Skyservice Business Aviation Inc./skyservice Aviation D'affaires Inc.,6
1560,CYUL,CYOW,Flair Airlines Ltd,4
1561,CSJ5,CTR6,Others,4
1562,CYOO,CYUL,Bank Of Utah Trustee,4
1563,CSB3,CTR6,Others,4
1564,CYUL,LFML,Others,6
1565,CYUL,K7B2,Others,4
1566,CYHU,CYPN,Others,4
1567,CYUL,KPIE,Others,5
1568,CYUL,CYCK,Others,4
1569,CSB3,CYCC,Others,4
1570,CYJN,CYCC,Others,4
1572,CYMX,CYCC,Others,4
1573,CYHU,CTY5,Others,4
1574,CYND,CYCC,Others,4
1575,CYUL,VA16,Sky Regional Airlines Inc. /lignes Aériennes Sky Regional Inc.,4
1576,CYHU,KMDT,Others,5
1577,CYUL,KPWM,Others,4
1578,CYQB,CYUL,Jazz Aviation Lp,4
1579,CYND,CSG3,Others,4
1580,CYUL,FD83,Others,4
1581,CYMX,CYYB,Others,4
1582,CNV9,KTEB,Others,4
1583,CYUL,CYCC,Others,4
1584,CYQS,CYUL,Aviation Starlink Inc.,4
1585,CZBM,CTQ2,Others,4
1586,CSG3,CTR6,Others,4
1587,CYUL,CNA3,Others,4
1588,CZBM,KALB,Others,4
1589,CYJN,CNF3,Others,4
1590,CYHU,CYYC,Others,4
1591,CYUL,CNF8,Others,4
1592,CYUL,KPBG,Others,7
1593,CYMX,KMSP,Delta Air Lines,4
1594,CYUL,CNJ4,Others,4
1595,CYRQ,CYND,Others,4
1596,CYKZ,CYFJ,Others,4
1597,CYHU,CYUL,Skyservice Business Aviation Inc./skyservice Aviation D'affaires Inc.,4
1598,CYHU,CYUL,Aviation Starlink Inc.,4
1599,CNV9,CYND,Others,4
1600,CYRP,CYND,Others,4
1601,CYXE,CYUL,Cargojet Airways Ltd.,4
1602,CYUL,KORH,Others,4
1603,CSU3,CNF3,Others,4
1604,CSB3,CTE5,Others,4
1605,CYUY,CNE4,Others,4
1606,CSZ3,CYFJ,Others,4
1607,CYOW,CSJ5,Others,4
1608,CYUL,CYUL,Porter Airlines Inc.,4
1609,CSB3,CTQ2,Others,4
1610,CYSC,CSJ5,Others,4
1611,CYMX,KILG,Others,5
1612,CYUL,KLAS,Skyservice Business Aviation Inc./skyservice Aviation D'affaires Inc.,7
1613,CYFJ,VT26,Others,4
1614,CYUL,LFHH,Air Canada,3
1615,CYRO,CSB3,Others,3
1616,CYUL,CSG3,Others,3
1618,CYUL,CYYB,Jazz Aviation Lp,3
1619,CYUL,LBSF,Skyservice Business Aviation Inc./skyservice Aviation D'affaires Inc.,4
1620,CYTZ,CSB3,Others,3
1621,CYND,CYOW,Others,3
1622,CSD3,CYJN,Others,3
1623,CYUL,CSC9,Others,3
1624,CYHU,KPWM,Others,3
1625,CYUL,EDDB,Others,4
1626,CYSC,KTEB,Others,3
1627,CNV9,CYSN,Others,3
1628,CYHU,KRAC,Others,3
1629,CYRP,CYMX,Others,3
1630,CYUL,KTMB,Air Canada,3
1631,CYFJ,KEWR,Others,3
1632,CSU3,CSH5,Others,3
1633,CSE4,CCP3,Others,3
1634,CNV9,KEWR,Bank Of Utah Trustee,3
1635,CYTZ,CYSC,Others,3
1636,CYMX,CSD4,Others,3
1638,CSE4,KERI,Others,3
1639,CYUL,EGBB,Air Transat A T Inc.,6
1640,CYUL,EFHK,Others,3
1641,CYUL,KTUL,Others,3
1642,CYHU,KDTW,Others,4
1643,CYMX,CCP3,Others,3
1644,CYUL,KEWR,Skyservice Business Aviation Inc./skyservice Aviation D'affaires Inc.,5
1645,CYJN,CYYB,Others,3
1646,CYJN,CYRO,Others,3
1647,CYMX,KDTW,Others,3
1648,CYUL,LFHW,Air Transat A T Inc.,3
1649,CYHM,CYQB,Jazz Aviation Lp,3
1650,CYUL,KFOK,Skyservice Business Aviation Inc./skyservice Aviation D'affaires Inc.,6
1651,CSP5,CSE4,Others,3
1652,CYUL,KFCI,Others,3
1653,CST3,CSE4,Others,3
1655,CYUL,KFCM,Others,3
1656,CYHU,VT38,Others,3
1657,CYSC,KFCM,Others,4
1658,CYOW,CSD4,Others,3
1659,CYUL,OH07,Others,3
1660,CYUL,CYHZ,Aviation Starlink Inc.,3
1661,CZBA,CYSC,Others,3
1662,CYMX,CSE3,Others,3
1663,CYSH,CSE4,Others,3
1664,CSY4,CSG3,Others,3
1665,CYUL,KHEF,Others,4
1666,CST3,CYND,Others,3
1667,CYUL,KERI,Bank Of Utah Trustee,4
1668,CSP5,CSG3,Others,3
1669,CSJ4,CSG3,Others,3
1670,CYUL,CYMX,Skyservice Business Aviation Inc./skyservice Aviation D'affaires Inc.,3
1671,CSE4,CYSH,Others,3
1672,CYUL,EDDH,Others,3
1673,CNV9,CSG3,Others,3
1674,CNL3,CSE4,Others,3
1675,CYMX,KVVS,Others,3
1676,CYRQ,CYKF,Others,3
1677,CYCC,CSB3,Others,3
1678,CYUL,EIDW,Others,4
1679,CYUL,KORL,Air Canada Rouge Lp,6
1680,CYMX,71KY,Others,4
1681,CZBM,CNL3,Others,3
1682,CYMX,CNL3,Others,3
1683,CNV9,MMUN,Sunwing Airlines Inc.,3
1684,CYUL,KPDK,Skyservice Business Aviation Inc./skyservice Aviation D'affaires Inc.,6
1685,CYUL,CYVB,Skyservice Business Aviation Inc./skyservice Aviation D'affaires Inc.,3
1686,CSJ5,CYVB,Others,3
1687,CSB3,CNF3,Others,3
1688,CNV9,MMUN,Others,3
1689,CYUL,CYND,Aviation Starlink Inc.,3
1690,CYUL,KPHL,Skyservice Business Aviation Inc./skyservice Aviation D'affaires Inc.,3
1691,CYUL,CYPQ,Skyservice Business Aviation Inc./skyservice Aviation D'affaires Inc.,3
1692,CYMX,CNN8,Others,3
1693,CYKZ,CYMX,Others,3
1694,CYND,CNN8,Others,3
1695,CYRQ,CNN8,Others,3
1696,CYUL,MA88,Others,3
1697,CYHU,MA88,Others,3
1698,CYPN,CYVB,Others,3
1699,CYMX,CYMW,Others,3
1700,CYUL,CNP7,Others,3
1701,CYTZ,CYRQ,Others,3
1702,CYUL,CYLW,Air Canada,3
1703,CYUL,KOAK,Others,4
1704,CYYZ,CYRQ,Air Canada,3
1705,CYUL,MDPC,Others,6
1707,CYUL,CLC2,Aviation Starlink Inc.,3
1708,CYHU,KBTL,Others,4
1709,CYUL,ESSA,Others,5
1710,CYUL,YMML,Others,3
1711,CYMX,CYOW,Flair Airlines Ltd,3
1712,CYUL,MMPC,Others,3
1713,CZBA,CYND,Others,3
1714,CSY3,CLA2,Others,3
1715,CSY4,CLA2,Others,3
1716,CYUL,ENBR,Others,5
1717,CYUL,CLA2,Others,3
1718,CYUL,MMJC,Others,3
1719,CYMX,CYRP,Others,3
1720,CYYZ,CYND,Others,3
1722,CYUL,KPIT,Sky Regional Airlines Inc. /lignes Aériennes Sky Regional Inc.,6
1723,CSV8,CYMX,Others,3
1724,CYUL,KPWM,Aviation Starlink Inc.,4
1725,CSP6,CYMX,Others,3
1726,CSN3,CYMX,Others,3
1727,CSM5,CYMX,Others,3
1731,CYUL,KPMP,Skyservice Business Aviation Inc./skyservice Aviation D'affaires Inc.,3
1732,CYMX,KBTV,Others,3
1733,CYHU,CNS8,Others,3
1734,CYYZ,CYRQ,Others,3
1735,CYRQ,CYSC,Others,3
1736,CYMX,KCVG,Bank Of Utah Trustee,6
1737,CYUL,KLAX,Skyservice Business Aviation Inc./skyservice Aviation D'affaires Inc.,5
1738,CYUL,KLCI,Others,4
1739,CYUL,MMTJ,Others,3
1740,CYUL,CYKA,Others,3
1741,CYUL,KSLC,Others,4
1742,CSY4,CYLS,Others,3
1743,CYUL,OA19,Others,3
1744,CYUL,LFPB,Skyservice Business Aviation Inc./skyservice Aviation D'affaires Inc.,5
1745,CYUL,KLGA,Air Georgian Limited,6
1746,CYFJ,KCRQ,Others,6
1747,CYHU,CRL2,Others,3
1749,CYJN,VT52,Others,3
1750,CYHU,CCY4,Others,3
1751,CYRO,CYJN,Others,3
1752,CYUL,CYWG,Air Canada Rouge Lp,3
1753,CNV9,CSB3,Others,3
1754,CYKZ,CYSC,Others,3
1755,CPG5,CSB3,Others,3
1756,CTR6,CYND,Others,3
1757,CYUL,CYWG,Cargojet Airways Ltd.,3
1758,CSQ3,CSB3,Others,3
1759,CYND,CYSC,Others,3
1761,CSR3,CSB3,Others,3
1762,CSR3,CYJN,Others,3
1763,CSP6,CYJN,Others,3
1764,CYUL,LGKN,Air Canada,5
1765,CYUL,CYVR,Skyservice Business Aviation Inc./skyservice Aviation D'affaires Inc.,3
1766,CYHU,KPIE,Others,4
1767,CYUL,KMIV,Others,3
1768,CYUL,KCHA,Others,6
1769,CYMX,CNU4,Others,3
1770,CYUL,KMSY,Others,3
1771,CYHU,KCLT,Others,6
1772,CSE4,CNV4,Others,3
1773,CYHU,CYUY,Others,3
1774,CYMW,CYND,Others,3
1775,CSJ5,CNV9,Others,3
1776,CSU3,CNV9,Others,3
1777,CYJN,CYND,Others,3
1778,CSE4,CYQA,Others,3
1779,CYMX,CYKZ,Others,3
1780,CYUL,KMKC,Others,4
1781,CYUY,CNV9,Others,3
1782,CYUL,KMIA,Skyservice Business Aviation Inc./skyservice Aviation D'affaires Inc.,4
1783,CYOW,CYMX,Flair Airlines Ltd,3
1784,CYFJ,CYKZ,Others,3
1785,CYHU,KABE,Others,5
1786,CTR6,CYKZ,Others,3
1787,CSU3,CYKZ,Others,3
1788,CYUL,KCMH,Bank Of Utah Trustee,4
1789,CSP5,CES2,Others,3
1790,CYUL,LIPZ,Others,5
1791,CYUL,LIPE,Others,6
1792,CYUL,KSFB,Flair Airlines Ltd,6
1793,CYUL,NC05,American Airlines Inc,3
1794,CYUL,LIML,Others,4
1795,CYUL,LIMG,Others,5
1796,CYUL,CDA4,Others,3
1797,CYRQ,KTEB,Others,4
1799,CSE4,CYSN,Others,3
1800,CSJ4,CSY3,Others,3
1801,CYHU,CYOO,Air Canada,3
1802,CSS3,CYHU,Others,3
1803,CSV8,CSY3,Others,3
1804,CSU3,CSY3,Others,3
1805,CSU7,CYHU,Others,3
1807,CSE4,CSY3,Others,3
1808,CNF3,CYUL,Others,3
1809,CYUL,SKMA,Air Canada,3
1810,CYMX,CYUY,Others,3
1811,CYUL,CYQG,Skyservice Business Aviation Inc./skyservice Aviation D'affaires Inc.,3
1812,CYZR,CYUL,Aviation Starlink Inc.,3
1813,CYYZ,CYQB,Cargojet Airways Ltd.,3
1814,CYYZ,CYUL,Cargojet Airways Ltd.,3
1815,CYGK,CZBM,Others,3
1816,CNV9,CYUL,Aviation Starlink Inc.,3
1817,CNP7,CYUL,Others,3
1818,CYYC,CYUL,Skyservice Business Aviation Inc./skyservice Aviation D'affaires Inc.,3
1819,CYUL,78ME,Skyservice Business Aviation Inc./skyservice Aviation D'affaires Inc.,3
1820,CNV9,CYHU,Air Georgian Limited,3
1821,CYTZ,CSZ3,Others,3
1822,CNV4,CYUL,Others,3
1823,CSN3,CYHU,Others,3
1824,CYHU,KOGS,Others,6
1825,CYUL,KOGS,Others,4
1826,CYYJ,CYUL,Others,3
1827,CYJN,CSY4,Others,3
1828,CYCC,CSY4,Others,3
1829,CST3,CSY4,Others,3
1830,CYHU,88WI,Others,3
1831,CYUL,88WI,Others,3
1832,CYHU,KPDK,Others,5
1833,CYND,CZBM,Others,3
1834,CYUL,KPBI,Aviation Starlink Inc.,4
1835,CYUL,EGGW,Skyservice Business Aviation Inc./skyservice Aviation D'affaires Inc.,3
1836,CYRQ,CST3,Others,3
1837,CYTZ,CSU3,Others,3
1839,CYRQ,KPHL,Others,3
1840,CYHU,KPHL,Others,5
1841,CYSN,CYHU,Bank Of Utah Trustee,3
1842,CYUL,CYYZ,Republic Airways Inc,3
1843,CYUL,LTFM,Air Canada,3
1844,CYSC,CST7,Others,3
1845,CYUL,CST7,Air Canada Rouge Lp,3
1846,CYKZ,CZBM,Others,3
1847,CYUL,CYZD,Others,3
1848,CYLS,CYHU,Others,3
1849,CYHU,FD38,Others,3
1850,CSG3,CSU3,Others,3
1851,CSJ4,CSU3,Others,3
1853,CYUL,KBFI,Others,4
1854,CYGV,CYHU,Others,3
1855,CYUL,CYZR,Others,3
1856,CYMX,CSU3,Others,3
1857,CFQ7,CYUL,Others,3
1858,CNS8,CYHU,Others,3
1859,CNP3,CYHU,Others,3
1860,CYUL,SBBP,Air Canada,3
1861,CYYC,CTR6,Westjet,3
1862,CTR6,MMUN,Air Canada Rouge Lp,3
1863,CYHU,CZBF,Others,3
1864,CSN7,CYUL,Others,3
1865,CYUL,FD83,Air Transat A T Inc.,3
1866,CZBM,KMDW,Skyservice Business Aviation Inc./skyservice Aviation D'affaires Inc.,4
1868,CZBM,KMHT,Others,3
1869,CST3,CYUL,Others,3
1870,CYUY,CTR6,Others,3
1871,CYQY,CYUL,Sky Regional Airlines Inc. /lignes Aériennes Sky Regional Inc.,3
1872,CYMX,KMDT,Others,3
1873,CNV9,CYHM,Others,3
1874,CSU3,CYHM,Others,3
1875,CYFJ,CYHM,Aviation Starlink Inc.,3
1876,CSR3,CYUL,Skyservice Business Aviation Inc./skyservice Aviation D'affaires Inc.,3
1877,CYYC,CYUL,Jazz Aviation Lp,3
1878,CYUL,VT25,Others,3
1879,CYYZ,CYFJ,Aviation Starlink Inc.,3
1880,CYGP,CYUL,Others,3
1881,CYQB,LFPG,Air France,3
1882,CYUL,LIRF,Others,3
1883,CSA2,CZBM,Others,3
1884,CYCL,CYUL,Others,3
1885,CYND,CYUL,Aviation Starlink Inc.,3
1886,CSA2,CYFJ,Others,3
1887,CYMX,4KY7,Others,3
1888,CYVB,CYCL,Others,3
1889,CYUL,VT01,Others,3
1890,CYUL,6NJ9,American Airlines Inc,3
1891,CYSC,CTQ2,Others,3
1892,CYUL,77PA,Others,3
1893,CYYZ,CYQB,Sky Regional Airlines Inc. /lignes Aériennes Sky Regional Inc.,3
1894,CYWG,CYUL,Skyservice Business Aviation Inc./skyservice Aviation D'affaires Inc.,3
1895,CNV9,CYUL,Sunwing Airlines Inc.,3
1896,CYUL,CT32,Others,3
1897,CYND,KMSS,Others,3
1898,CZBM,CSZ4,Others,3
1899,CYXE,CYUL,Skyservice Business Aviation Inc./skyservice Aviation D'affaires Inc.,3
1900,CYSC,CYHM,Others,3
1901,CLC2,CYHU,Others,3
1902,CYXU,CYUL,Aviation Starlink Inc.,3
1903,CNF3,CYHU,Others,3
1904,CYUL,CYZV,Others,3
1905,CYYC,CYUL,Air Canada Rouge Lp,3
1906,CYWG,CYUL,Air Canada Rouge Lp,3
1907,CYUL,TJSJ,Others,5
1908,CYUL,KHWO,Air Canada Rouge Lp,3
1909,CYHU,KMSP,Others,6
1910,CST3,CZBM,Others,3
1911,CYVR,CYUL,Sunwing Airlines Inc.,3
1912,CYUL,71MI,Cargojet Airways Ltd.,3
1913,CYMX,CTE5,Others,3
1914,CYUL,71MI,Air Georgian Limited,3
1915,CYUL,CTG3,Others,3
1916,CSD3,CYUL,Others,3
1917,CSD4,CYUL,Others,3
1918,CYUY,CYUL,Air Canada,3
1919,CYHU,CTQ2,Others,3
1920,CYUL,CYHM,Air Georgian Limited,3
1921,CYTZ,CYHU,Air Georgian Limited,3
1923,CYUL,BIRK,Others,6
1924,CTR6,CYRO,Others,3
1925,CYHU,CSM3,Air Canada,3
1926,CYTZ,CYQB,Others,3
1927,CYUL,KTPA,Air Canada,3
1928,CYUL,KCLW,Others,3
1929,CYSN,CYQB,Others,3
1930,CSU3,CYTZ,Others,3
1931,CYUL,24ME,Others,3
1932,CYHU,KLGA,Others,5
1933,CYUL,CYYC,Skyservice Business Aviation Inc./skyservice Aviation D'affaires Inc.,3
1934,CYHM,CYUL,Sunwing Airlines Inc.,3
1935,CNV9,KFLL,Air Transat A T Inc.,3
1936,CYQG,CSM3,Others,3
1937,CYUL,SKBO,Others,6
1938,CYUL,KSBM,Others,5
1939,CSM3,KHPN,Others,3
1940,CYUL,KBNA,Bank Of Utah Trustee,5
1941,CYHU,KGRB,Others,4
1942,CYUL,KBIV,Others,3
1943,CSN7,CSM5,Others,3
1944,CYUL,CYQB,Air Georgian Limited,3
1945,CSG3,CSN3,Others,3
1946,CYUL,9MI2,Delta Air Lines,3
1947,CSG3,CYTZ,Others,3
1948,CYUL,KTYQ,Others,3
1949,CYXU,CYMX,Others,3
1950,CYHU,KOPF,Others,5
1951,CSS3,CSJ4,Others,3
1952,CYND,CYSN,Others,3
1953,CYMX,CYSN,Others,3
1954,CSP5,CSJ4,Others,3
1955,CYHU,KOSH,Others,3
1956,CYUL,CYYC,Jazz Aviation Lp,3
1957,CYMX,KEWR,Others,3
1958,CYHU,CYSN,Bank Of Utah Trustee,3
1959,CYHU,KOWD,Others,4
1960,CYXE,CYMX,Others,3
1961,CSB3,CSJ4,Others,3
1962,CSY3,CSJ4,Others,3
1963,CYSC,CYOW,Others,3
1964,CYRQ,CSJ4,Air Canada,3
1965,CYUL,CYSN,Aviation Starlink Inc.,3
1966,CYUL,KDFW,Wells Fargo Trust Co Na Trustee,5
1967,CYUL,CSJ4,Aviation Starlink Inc.,3
1968,CYUL,CCF4,Sky Regional Airlines Inc. /lignes Aériennes Sky Regional Inc.,3
1969,CSB3,CSJ5,Others,3
1970,CSJ4,CSJ5,Others,3
1971,CYYZ,CSJ5,Air Canada Rouge Lp,3
1972,CNC4,CYND,Others,3
1973,CYUL,CYYC,Air Canada Rouge Lp,3
1974,CSJ5,KIWA,Others,3
1975,CYND,KROC,Others,3
1976,CYUL,KRNO,Others,4
1977,CYUL,CYQY,Sky Regional Airlines Inc. /lignes Aériennes Sky Regional Inc.,3
1978,CSA2,CSQ3,Others,3
1979,CSG3,CSQ3,Others,3
1980,CYHU,CYYZ,Air Canada,3
1981,CYHU,CYYZ,Air Georgian Limited,3
1982,CYCC,CSQ3,Others,3
1983,CYHU,KPTK,Others,5
1984,CYHU,CYYZ,Skyservice Business Aviation Inc./skyservice Aviation D'affaires Inc.,3
1985,CYUL,GA95,Wells Fargo Trust Co Na Trustee,3
1986,CYUL,FL95,Others,3
1987,CYRQ,CSR3,Others,3
1988,CYYG,CYHU,Others,3
1989,CYSA,CZBM,Others,3
1990,CYHU,2NC1,Others,3
1991,CYHU,KPIA,Others,3
1992,CSD3,CSS3,Others,3
1993,CYUY,CYHU,Air Georgian Limited,3
1994,CYHU,KPHX,Others,4
1995,CYUL,AL16,Others,3
