airport,freq,lon,lat,continent,country,sub,city
EGNS,1,125.04666421420471,47.61887032947781,Europe,Isle of Man,Castletown,Castletown
LFGJ,1,111.60118866066551,-82.11647515355189,Europe,France,Bourgogne-Franche-Comte,Dole/Tavaux
KGON,11,-189.1875667575531,-157.136342652075,America,United States of America,Connecticut,Groton (New London)
4KY7,4,-172.0494066808543,194.0385036226196,America,United States of America,Kentucky,Verona
KPIT,87,-157.78804721506276,98.95199815679771,America,United States of America,Pennsylvania,Pittsburgh
KSJC,12,53.8931621786519,340.856582233786,America,United States of America,California,San Jose
KPDX,6,93.42037889528567,329.7234212246169,America,United States of America,Oregon,Portland
LFRE,1,38.76652875972158,-138.37939434585044,Europe,France,Pays-de-la-Loire,La Baule-Escoublac
5CT5,1,-122.71863291601849,-120.15254439395156,America,United States of America,Connecticut,Bethlehem
LIMC,182,145.05464346935827,-90.62946580258172,Europe,Italy,Lombardy,Milan
EDDN,3,190.62614004169748,25.53681020224913,Europe,Germany,Bayern,Nuremberg
CT48,4,-175.27814515318096,-180.08972460791276,America,United States of America,Connecticut,Mystic
KSFZ,1,-86.33654787576317,-158.11261818324587,America,United States of America,Rhode Island,Pawtucket
KPHL,2065,-178.891339267467,-44.97452563950917,America,United States of America,Pennsylvania,Philadelphia
MA43,18,-104.3018451215032,-153.38722061361338,America,United States of America,Massachusetts,Granville
KDMW,1,-149.1429270975323,12.734222396775898,America,United States of America,Maryland,Westminster
K7B2,15,-53.91698570969404,-107.30672165498784,America,United States of America,Massachusetts,Northampton
IS59,1,-27.9611278244012,247.71707398729828,America,United States of America,Illinois,Kirkland
KHEF,9,-207.4382738231877,24.145881436240305,America,United States of America,Dist. Of Columbia,Washington
KMKE,25,3.0067912266676,231.70418832558323,America,United States of America,Wisconsin,Milwaukee
KBOI,1,80.97596234877282,293.01765288076206,America,United States of America,Idaho,Boise
KRZT,3,-171.339419724911,162.16140207162533,America,United States of America,Ohio,Chillicothe
06MO,1,-64.45919668976663,319.4786307855237,America,United States of America,Missouri,Waldron
KSFO,1065,68.81841107715871,385.02511028215713,America,United States of America,California,San Francisco
EBBR,436,146.092981513099,-5.051988244789334,Europe,Belgium,Flanders,Brussels
8WI6,1,54.63426687212541,192.76337657084,America,United States of America,Wisconsin,Luxemburg
LEGE,1,70.52097066058167,-184.35037032697585,Europe,Spain,Catalonia,Girona
KSBN,2,-70.95150297323782,248.47282122033053,America,United States of America,Indiana,South Bend
LFFI,15,62.85561463924048,-111.20563486013582,Europe,France,Pays-de-la-Loire,Ancenis
KRIC,48,-232.65289935996765,-8.675749042728588,America,United States of America,Virginia,Richmond
KBVY,4,-39.89029606488574,-68.78446406348485,America,United States of America,Massachusetts,Beverly
EBCI,4,135.50122467470243,-21.0651893690784,Europe,Belgium,Wallonia,Brussels
LFHV,18,81.04370600518986,-101.46316972672967,Europe,France,Auvergne-Rhone-Alpes,Villefranche/Tarare
KMIA,1343,-324.3584759956721,15.14005178855824,America,United States of America,Florida,Miami
LOWL,2,206.20536568888363,11.072420219347054,Europe,Austria,Upper-Austria,Linz
KFFT,1,-194.5611449732419,213.9802417754508,America,United States of America,Kentucky,Frankfort
EDLV,1,159.39336877025758,49.45147267165724,Europe,Germany,Nordrhein-Westfalen,Weeze
KBAK,4,-134.69488480619933,226.9859474112929,America,United States of America,Indiana,Columbus
24ME,8,-23.713580833813694,-18.49926063413927,America,United States of America,Maine,Windham
EINN,24,46.95564797492664,-70.97677045509006,Europe,Ireland,Munster,Shannon
KGYY,9,-55.25857650140146,265.1008807972859,America,United States of America,Indiana,Gary
KLEB,12,-78.8673415690782,-14.333764291296967,America,United States of America,New Hampshire,Lebanon
KMCI,3,-60.96954294141864,310.84561203973675,America,United States of America,Missouri,Kansas City
MT54,1,97.94675117806531,271.3369392926065,America,United States of America,Montana,Kalispell
EDDB,5,239.14021775813058,70.42830699806224,Europe,Germany,Brandenburg,Berlin
K1R8,3,-317.0306874131878,268.1063411325935,America,United States of America,Alabama,Bay Minette
KAVL,2,-199.7925811203363,163.05480340218267,America,United States of America,North Carolina,Asheville
KTNU,1,-13.594050137707603,284.89885034158976,America,United States of America,Iowa,Newton
EGCC,4,131.55626028413005,27.65205171286041,Europe,United Kingdom,England,Manchester
54ME,2,-17.666139913850746,-24.371404252848723,America,United States of America,Maine,New Gloucester
KSTP,14,61.426430502637714,251.00291215028827,America,United States of America,Minnesota,St Paul
JY43,1,-151.66665827183508,-70.53872106980275,America,United States of America,New Jersey,West Milford
KUAO,1,86.38593299322899,304.6394849055793,America,United States of America,Oregon,Aurora
6FD6,1,-300.0946654068965,146.20168229458076,America,United States of America,Florida,Eustis
2MD3,3,-175.44259867565543,40.359734838984565,America,United States of America,Maryland,Boyds
KTNT,1,-344.30045676283294,50.27206995565695,America,United States of America,Florida,Miami
VT31,1,-95.34410391078593,1.1850245957727032,America,United States of America,Vermont,Washington
KASH,1,-55.93318317574884,-55.975196562818766,America,United States of America,New Hampshire,Nashua
TBPB,108,-222.7185730650616,-174.78704809576917,America,Barbados,Christ-Church,Bridgetown
LTFM,168,252.59795373058014,1.0717199499342158,Europe,Türkiye,Istanbul,Istanbul
LFBD,166,33.69512537826547,-142.06995657162366,Europe,France,Nouvelle-Aquitaine,Bordeaux/Merignac
KJEF,1,-102.99765962548655,290.25181137630136,America,United States of America,Missouri,Jefferson City
KCON,2,-62.70679908317197,-41.94380797942799,America,United States of America,New Hampshire,Concord
78MI,12,-79.39074094376316,186.05404622619923,America,United States of America,Michigan,South Rockwood
LFHW,14,96.65848829051473,-97.65549000825462,Europe,France,Auvergne-Rhone-Alpes,Villefranche
KLZU,1,-224.81887159972987,186.3465846471533,America,United States of America,Georgia,Lawrenceville
KLAX,1136,32.690457425771335,400.0155030194109,America,United States of America,California,Los Angeles
K06C,26,-34.15142770263092,290.14393899388546,America,United States of America,Illinois,Chicago/Schaumburg
07VT,2,-69.90138559651692,24.70801334466968,America,United States of America,Vermont,Jericho
KACY,13,-227.43136951048217,-62.51200394694405,America,United States of America,New Jersey,Atlantic City
KVRB,8,-269.21702430201844,13.303739331745884,America,United States of America,Florida,Vero Beach
WV65,1,-185.0811275287306,82.50466817125839,America,United States of America,West Virginia,Fairmont
KSGF,2,-118.57426368646266,299.0787859060327,America,United States of America,Missouri,Springfield
KSOP,1,-237.8234628589757,44.52184019665546,America,United States of America,North Carolina,Pinehurst/Southern Pines
4TE6,2,-136.91151416689698,385.3013805729602,America,United States of America,Texas,Meridian
EGMC,3,120.24225019196965,-30.68444654866304,Europe,United Kingdom,England,Southend
K0B8,3,-189.21625588620753,-157.1409649278323,America,United States of America,New York,Fishers Island
KBLM,12,-213.6438244981972,-92.34975036826025,America,United States of America,New Jersey,Belmar/Farmingdale
KLGA,4348,-199.06129521132965,-100.4092735083607,America,United States of America,New York,New York
KFUL,1,14.369700944581114,372.78126286400266,America,United States of America,California,Fullerton
TLPC,1,-235.7031830765306,-167.4641012963834,America,Saint Lucia,Castries,Castries
9NC9,2,-222.19881308302823,73.24986513185517,America,United States of America,North Carolina,Greensboro
K39N,1,-199.53413529440544,-70.03334821341653,America,United States of America,New Jersey,Princeton/Rocky Hill
KFTY,23,-252.9699119613435,235.6215803453492,America,United States of America,Georgia,Atlanta
KSPG,1,-337.17247066068046,220.55718319567305,America,United States of America,Florida,St Petersburg
KUCP,1,-133.54529177764326,112.16298486727206,America,United States of America,Pennsylvania,New Castle
KWAL,1,-219.96744426575367,-37.53699413777187,America,United States of America,Virginia,Wallops Island
LPPD,4,-22.46362645987218,-160.50953122791174,Atlantic,Portugal,Azores,Ponta Delgada
KCOS,2,1.462527513065384,313.92016415819666,America,United States of America,Colorado,Colorado Springs
EGPF,3,150.59377176582274,65.50089356092657,Europe,United Kingdom,Scotland,Glasgow
KBWI,88,-158.93142348571328,-15.548255834184214,America,United States of America,Maryland,Baltimore
KAGS,3,-249.51119407738346,141.68535055757312,America,United States of America,Georgia,Augusta
KABE,30,-139.38853168623857,-39.27908732260804,America,United States of America,Pennsylvania,Allentown
KTTN,25,-193.21878104986027,-65.81912601589858,America,United States of America,New Jersey,Trenton
LFHN,30,122.07019736371197,-106.27959146628076,Europe,France,Auvergne-Rhone-Alpes,Verdun
KJAX,1,-264.3940318068181,135.61346592377814,America,United States of America,Florida,Jacksonville
KMLI,6,-48.425859181172044,317.7490919456844,America,United States of America,Illinois,Moline
EDDS,1,166.2508354162975,-9.288311311167648,Europe,Germany,Baden-Württemberg,Stuttgart
NH84,1,-29.81886446361791,-50.38824252274867,America,United States of America,New Hampshire,Northwood
BIRK,21,147.94617616473465,85.02953081176899,Atlantic,Iceland,Capital Region,Reykjavik
KRUT,2,-97.28989900012044,-9.254461182496172,America,United States of America,Vermont,Rutland
53IN,1,-98.23766861543987,236.56683632031465,America,United States of America,Indiana,Kokomo
ESSA,5,229.55065890136436,125.3408262346328,Europe,Sweden,Stockholm,Stockholm
K3MY,1,-72.12993614850376,298.3602659332784,America,United States of America,Illinois,Peoria
3NJ6,1,-208.46842103959114,-63.95080271085126,America,United States of America,New Jersey,Rancocas
MA88,6,-56.881493215736235,-103.3689950280887,America,United States of America,Massachusetts,Worthington
EDFH,1,157.0223229699524,18.71927713161075,Europe,Germany,Rheinland-Pfalz,Hahn
75MN,1,45.23209971860173,270.7544105891377,America,United States of America,Minnesota,Elysian
IA56,2,-7.3948266393097954,275.5004922248083,America,United States of America,Iowa,Farrar
LIBD,3,169.43834379781575,-140.79422138540042,Europe,Italy,Apulia,Bari
KMOD,1,52.52069242258418,315.9340177120714,America,United States of America,California,Modesto
MA36,1,-34.17019627892926,-81.77800000753001,America,United States of America,Massachusetts,Ipswich
EGLF,22,74.47202147911324,-49.71256818953989,Europe,United Kingdom,England,Farnborough
KPNE,11,-158.7010856707423,-50.45835315458351,America,United States of America,Pennsylvania,Philadelphia
LIRP,1,141.7327599129602,-118.32456169717376,Europe,Italy,Tuscany,Pisa
GMME,1,-18.15408055646485,-185.6259938585229,Africa,Morocco,,Rabat
2GA9,1,-245.8982667499138,204.4621311764256,America,United States of America,Georgia,Snellville
KGFL,1,-115.27135747940586,-8.077263988543033,America,United States of America,New York,Glens Falls
58KY,1,-185.41431664386164,219.9967951060826,America,United States of America,Kentucky,Finchville
6NJ9,5,-169.1420727851459,-23.36399626144596,America,United States of America,New Jersey,Bridgeport
KLNS,2,-143.8182068189137,-1.7837595269020865,America,United States of America,Pennsylvania,Lancaster
LFMF,7,94.356335252334,-144.21131903475424,Europe,France,Provence-Alpes-Cote-d'Azur,Cannes
KAKH,62,-221.42898358385492,127.39429974945747,America,United States of America,North Carolina,Gastonia
KBEH,1,-32.50536856788539,263.9878138978161,America,United States of America,Michigan,Benton Harbor
KJWN,1,-206.00634932562505,279.5639209061283,America,United States of America,Tennessee,Nashville
KLAS,574,25.192780686774235,322.5109919680893,America,United States of America,Nevada,Las Vegas
KDAY,15,-118.45924255745236,181.71246507023395,America,United States of America,Ohio,Dayton
KMSS,18,-22.819815849318708,117.66692298220738,America,United States of America,New York,Massena
KHWO,20,-319.72257721854413,-4.97451739446972,America,United States of America,Florida,Hollywood
MA86,1,-80.39244721680592,-76.180237569978,America,United States of America,Massachusetts,Windsor
SAEZ,2,-74.84577847449863,-251.1124252465367,America,Argentina,Buenos-Aires,Ezeiza
KI67,2,-140.07398082140443,197.5137779737721,America,United States of America,Ohio,Harrison
KADS,1,-149.4847930205471,334.3233870501893,America,United States of America,Texas,Dallas
MA52,1,-49.27304243029409,-97.34649864403434,America,United States of America,Massachusetts,Maynard
SC72,1,-234.49923036056106,160.3360718126457,America,United States of America,South Carolina,Greer
EGKR,70,90.54386269585449,-30.18006332231982,Europe,United Kingdom,England,Redhill
KWST,2,-156.7264288633512,-160.52304166917574,America,United States of America,Rhode Island,Westerly
KCID,2,-14.356518289029477,273.0606751035247,America,United States of America,Iowa,Cedar Rapids
58IN,1,-77.7783337938859,215.0932335756832,America,United States of America,Indiana,Spencerville
88WI,6,65.98609522421732,195.56133004211168,America,United States of America,Wisconsin,Green Bay
VT52,92,-73.24099483861815,40.282465433303706,America,United States of America,Vermont,Milton
LL39,1,-71.47783203614098,269.73058166109564,America,United States of America,Illinois,Morris
KFOK,104,-195.9097196228173,-126.34573113195462,America,United States of America,New York,Westhampton Beach
KCGS,1,-161.90664016467187,15.941057429038151,America,United States of America,Maryland,College Park
KLCK,40,-155.92787944409895,136.84855595725045,America,United States of America,Ohio,Columbus
KOIC,5,-92.20661075376971,-61.02158939764702,America,United States of America,New York,Norwich
PN64,1,-143.93383630590102,61.04129323902821,America,United States of America,Pennsylvania,Huntingdon
LGKN,7,185.88878441969325,-115.34324516186416,Europe,Greece,Attica,Marathon
KAPF,1,-371.11706829304086,187.96336218614857,America,United States of America,Florida,Naples
KHUF,1,-126.66521043066493,264.3933174993429,America,United States of America,Indiana,Terre Haute
NY94,2,-105.23041361958845,-123.6888853075867,America,United States of America,New York,Rhinebeck
4VA8,3,-232.65289823223787,-8.675748992165449,America,United States of America,Virginia,Richmond
KAFW,1,-130.75387195912103,368.2875625560101,America,United States of America,Texas,Fort Worth
EDHI,2,213.58157202586617,73.91951198871982,Europe,Germany,Hamburg,Hamburg
EPGD,1,242.66980921667388,104.76789368193349,Europe,Poland,Pomerania,Gdańsk
K63B,2,-41.03319694089407,-22.291587240058163,America,United States of America,Maine,Limington
KPBG,96,-93.68699776538703,53.34533101587704,America,United States of America,New York,Plattsburgh
KHOU,37,-226.64806972633403,317.9767339865232,America,United States of America,Texas,Houston
KOKV,1,-195.07279298669752,48.516741924918,America,United States of America,Virginia,Winchester
28MA,5,-96.72300579424092,-146.37001809258635,America,United States of America,Massachusetts,Southwick
KHPN,348,-144.07487944505104,-97.42974296571066,America,United States of America,New York,White Plains
LFBP,1,32.56124311966461,-146.5435619869081,Europe,France,Nouvelle-Aquitaine,Pau/Pyrenees (Uzein)
KVVS,3,-187.05549941224987,86.96406033052465,America,United States of America,Pennsylvania,Connellsville
KVSF,1,-87.12281410813378,-17.04473158636471,America,United States of America,Vermont,Springfield
KAXQ,1,-141.9396136687934,74.5445170058385,America,United States of America,Pennsylvania,Clarion
II85,1,-89.53524579912639,217.40971171848767,America,United States of America,Indiana,Decatur
KABQ,1,-79.06623925875593,383.7729850862232,America,United States of America,New Mexico,Albuquerque
LCLK,1,224.5520614391782,-61.98603337188763,Asia,Cyprus,Larnaka,Larnarca
KTHV,2,-149.07840699570548,7.5838916330158,America,United States of America,Pennsylvania,York
KFME,2,-157.55311654646522,3.071935961834645,America,United States of America,Maryland,Fort Meade(Odenton)
LKPR,2,222.7515498304485,39.93743232883945,Europe,Czechia,Praha,Prague
LEZL,1,9.578248534326887,-223.0428587887359,Europe,Spain,Andalusia,Sevilla
4NC6,1,-197.3465926734302,154.2477713826311,America,United States of America,North Carolina,Fletcher
KTOL,3,-94.03140866174013,192.00483633138057,America,United States of America,Ohio,Toledo
EGNX,151,131.70276664044314,31.183894251661265,Europe,United Kingdom,England,Nottingham
KILG,23,-181.79256219127905,-22.91297039691364,America,United States of America,Delaware,Wilmington
ETAR,1,157.37748182876817,-17.19997782576,Europe,Germany,Rheinland-Pfalz,Ramstein
KALB,116,-85.10074043026404,-54.33091954479388,America,United States of America,New York,Albany
