,airportIn,airportOut,company,number
1919,CYUY,CYHU,AIR GEORGIAN LIMITED,3
1920,CYUL,CYVR,SKYSERVICE BUSINESS AVIATION INC./SKYSERVICE AVIATION D'AFFAIRES INC.,3
1921,CYUL,CYWG,CARGOJET AIRWAYS LTD.,3
1924,CYTZ,CYHU,AIR GEORGIAN LIMITED,3
1925,CYJN,CYYB,OTHERS,3
1926,CSJ4,CSU3,OTHERS,3
1927,CSG3,CSU3,OTHERS,3
1928,CYHU,CSP5,OTHERS,3
1930,CSU3,CSP5,OTHERS,3
1931,CYSC,CST7,OTHERS,3
1932,CSP5,CSN7,OTHERS,3
1933,CYUL,CYYB,JAZZ AVIATION LP,3
1934,CYUL,CST7,AIR CANADA,3
1936,CYJN,CSN7,OTHERS,3
1938,CZBM,CSN7,OTHERS,3
1939,CYUL,CTG3,OTHERS,3
1940,CYUL,CYYC,JAZZ AVIATION LP,3
1943,CYRQ,CST3,OTHERS,3
1944,CPG5,CSP6,OTHERS,3
1945,CYLS,CYHU,OTHERS,3
1946,CYTZ,CSU3,OTHERS,3
1947,CSG3,CSN3,OTHERS,3
1949,CYMX,CSU3,OTHERS,3
1950,CYUL,CYHU,AVIATION STARLINK INC.,3
1951,CLC2,CYHU,OTHERS,3
1958,CYUL,CYYC,SKYSERVICE BUSINESS AVIATION INC./SKYSERVICE AVIATION D'AFFAIRES INC.,3
1959,CYHU,CYYZ,AIR CANADA,3
1963,CYHU,CYUY,OTHERS,3
1965,CYMX,CYUY,OTHERS,3
1966,CYUL,CYZD,OTHERS,3
1967,CYRQ,CSJ5,AIR CANADA,3
1968,CYHU,CYYZ,SKYSERVICE BUSINESS AVIATION INC./SKYSERVICE AVIATION D'AFFAIRES INC.,3
1970,CYUL,CYZV,OTHERS,3
1971,CNV9,CYHU,AIR GEORGIAN LIMITED,3
1972,CYYG,CYHU,OTHERS,3
1975,CYSC,CYYZ,AIRSPRINT INC.,3
1977,CYUL,CYZR,OTHERS,3
1978,CYTZ,CSZ3,OTHERS,3
1979,CYUL,CYYZ,REPUBLIC AIRWAYS INC,3
1980,CSD3,CSS3,OTHERS,3
1982,CYND,CYYZ,OTHERS,3
1985,CYRQ,CSR3,OTHERS,3
1988,CYYZ,CSJ5,AIR CANADA,3
1990,CYZR,CYUL,AVIATION STARLINK INC.,3
1992,CYHU,CYYZ,AIR GEORGIAN LIMITED,3
1993,CSJ4,CSJ5,OTHERS,3
1994,CYMX,CTE5,OTHERS,3
1995,CSA2,CZBM,OTHERS,3
1996,CSS3,CYHU,OTHERS,3
1997,CYHU,CSM3,AIR CANADA,3
1998,CST3,CSY4,OTHERS,3
1999,CYCC,CSY4,OTHERS,3
2000,CST3,CZBM,OTHERS,3
2001,CNP3,CYHU,OTHERS,3
2002,CYUL,CYHM,AIR GEORGIAN LIMITED,3
2003,CNS8,CYHU,OTHERS,3
2004,CZBM,CSS4,OTHERS,3
2005,CYHU,CZBF,OTHERS,3
2008,CYCC,CSQ3,OTHERS,3
2009,CYSC,CYHM,OTHERS,3
2010,CYMX,CSS4,OTHERS,3
2012,CYQG,CSM3,OTHERS,3
2013,CSN3,CYHU,OTHERS,3
2015,CYJN,CSY4,OTHERS,3
2020,CTR6,CYTZ,OTHERS,2
2021,CFH4,CYUL,OTHERS,2
2022,CDA4,CYUL,OTHERS,2
2023,CCY4,CYUL,AIR CANADA,2
2028,CCY4,CYUL,FLAIR AIRLINE,2
2030,CYHU,CYTZ,SKYSERVICE BUSINESS AVIATION INC./SKYSERVICE AVIATION D'AFFAIRES INC.,2
2031,CYUL,CYYC,AIRSPRINT INC.,2
2032,CYHU,CYTZ,AIR GEORGIAN LIMITED,2
2033,CCY4,CYUL,OTHERS,2
2039,CNV9,CYYZ,SKY REGIONAL AIRLINES INC. /LIGNES AÉRIENNES SKY REGIONAL INC.,2
2044,CYFJ,CYYZ,AVIATION STARLINK INC.,2
2051,CNV9,CYYZ,CARGOJET AIRWAYS LTD.,2
2055,CYUL,CYYC,SUNWING AIRLINES INC.,2
2056,CYND,CYYG,OTHERS,2
2058,CYRQ,CYYZ,OTHERS,2
2060,CYND,CYYZ,AIRSPRINT INC.,2
2062,CYUL,CYYT,OTHERS,2
2064,CYUL,CYYT,SKY REGIONAL AIRLINES INC. /LIGNES AÉRIENNES SKY REGIONAL INC.,2
2070,CYUL,CYYJ,SKYSERVICE BUSINESS AVIATION INC./SKYSERVICE AVIATION D'AFFAIRES INC.,2
2071,CSP6,CYTZ,PORTER AIRLINES INC.,2
2076,CST3,CYRQ,OTHERS,2
2081,CSY3,CYRQ,OTHERS,2
2085,CYUL,CYUY,SKYSERVICE BUSINESS AVIATION INC./SKYSERVICE AVIATION D'AFFAIRES INC.,2
2086,CYXZ,CYUY,AIR GEORGIAN LIMITED,2
2091,CYOW,CYRQ,OTHERS,2
2094,CNV9,CYVB,OTHERS,2
2095,CYVB,CYRQ,OTHERS,2
2096,CYXU,CYRQ,OTHERS,2
2097,CSU3,CYVB,OTHERS,2
2099,CYOW,CYVB,OTHERS,2
2100,CYUL,CYUY,AIR CANADA,2
2101,CYTR,CYUY,OTHERS,2
2102,CYUL,CYYC,AIR GEORGIAN LIMITED,2
2103,CYSB,CYUY,OTHERS,2
2106,CSP6,CYRO,OTHERS,2
2108,CST3,CYRO,OTHERS,2
2115,CYRQ,CYRO,OTHERS,2
2126,CYUY,CYSB,OTHERS,2
2129,CYSC,CYVB,OTHERS,2
2130,CYUL,CYXE,SUNWING AIRLINES INC.,2
2131,CST3,CYSH,OTHERS,2
2132,CYHU,CYSH,OTHERS,2
2134,CSB3,CYSN,OTHERS,2
2135,CYUY,CYXZ,AIR GEORGIAN LIMITED,2
2136,CYFJ,CYSN,OTHERS,2
2138,CNV9,CYYB,OTHERS,2
2141,CYHU,CYYB,OTHERS,2
2143,CYHU,CYTR,OTHERS,2
2145,CYND,CYYB,OTHERS,2
2146,CYRQ,CYYB,OTHERS,2
2148,CYUL,CYTR,OTHERS,2
2149,CYUL,CYYB,OTHERS,2
2151,CYUL,CYTS,OTHERS,2
2152,CYMX,CYYC,OTHERS,2
2153,CYQB,CYYC,OTHERS,2
2156,CYQB,CYYC,WESTJET,2
2159,CYUL,CYXE,CARGOJET AIRWAYS LTD.,2
2160,CYUL,CYSC,SKYSERVICE BUSINESS AVIATION INC./SKYSERVICE AVIATION D'AFFAIRES INC.,2
2162,CYCC,CYSC,OTHERS,2
2163,CYHM,CYSC,OTHERS,2
2167,CYOO,CYSC,OTHERS,2
2169,CYZV,CYVB,OTHERS,2
2172,CYUY,CYSC,OTHERS,2
2175,CYWG,CYSC,OTHERS,2
2176,CYYG,CYSC,JAZZ AVIATION LP,2
2177,CYUL,CYVO,JAZZ AVIATION LP,2
2178,CYQB,CYVR,AIR CANADA,2
2180,CYUL,CYVR,AIRSPRINT INC.,2
2181,CYUL,CYVR,BANK OF UTAH TRUSTEE,2
2182,CYUL,CYVR,JAZZ AVIATION LP,2
2185,CYYZ,CYSC,AIRSPRINT INC.,2
2190,CYUL,CYUL,AIR FRANCE,2
2205,CYUY,CYUL,AVIATION STARLINK INC.,2
2216,CYSN,CYUL,AVIATION STARLINK INC.,2
2219,CYQB,CYUL,AIR GEORGIAN LIMITED,2
2222,CYQB,CYUL,SUNWING AIRLINES INC.,2
2223,CYQG,CYUL,AIR CANADA,2
2235,CYQY,CYUL,SKYSERVICE BUSINESS AVIATION INC./SKYSERVICE AVIATION D'AFFAIRES INC.,2
2240,CYRQ,CYUL,SKYSERVICE BUSINESS AVIATION INC./SKYSERVICE AVIATION D'AFFAIRES INC.,2
2243,CYSC,CYUL,OTHERS,2
2248,CYYG,CYUL,SKYSERVICE BUSINESS AVIATION INC./SKYSERVICE AVIATION D'AFFAIRES INC.,2
2254,CYYZ,CYUL,AIR FRANCE,2
2266,CZBM,CYUL,AIRSPRINT INC.,2
2270,CYZV,CYUL,AIR GEORGIAN LIMITED,2
2271,CYZR,CYUL,OTHERS,2
2277,CYWG,CYUL,CARGOJET AIRWAYS LTD.,2
2289,CYXU,CYUL,AIRSPRINT INC.,2
2293,CYYC,CYUL,AIRSPRINT INC.,2
2302,CYCC,CYUL,OTHERS,2
2304,CSV8,CZBM,OTHERS,2
2307,CYEG,CYUL,SUNWING AIRLINES INC.,2
2308,CTQ2,CZBM,OTHERS,2
2311,CYJN,CZBM,AIR CANADA,2
2312,CYKF,CZBM,OTHERS,2
2313,CYHU,CYUL,AIRSPRINT INC.,2
2314,CYUL,CZBF,SKYSERVICE BUSINESS AVIATION INC./SKYSERVICE AVIATION D'AFFAIRES INC.,2
2317,CYUL,CZBM,AIRSPRINT INC.,2
2325,CSU3,CYUL,OTHERS,2
2326,CSS4,CYUL,OTHERS,2
2331,CNC3,CYUL,OTHERS,2
2332,CYUL,CYZR,AVIATION STARLINK INC.,2
2337,CYGV,CYZV,OTHERS,2
2338,CYMX,CYZV,OTHERS,2
2339,CYPN,CYZV,OTHERS,2
2342,CSD3,CYUL,OTHERS,2
2344,CYUL,CYZV,JAZZ AVIATION LP,2
2345,CSJ5,CYUL,AVIATION STARLINK INC.,2
2347,CSM5,CYUL,OTHERS,2
2348,CSQ3,CYUL,OTHERS,2
2349,CSR3,CYUL,AVIATION STARLINK INC.,2
2351,CYSC,CZBA,OTHERS,2
2352,CYUL,CZBA,OTHERS,2
2353,CZBM,CZBA,OTHERS,2
2356,CYQA,CYUL,AIRSPRINT INC.,2
2363,CYOO,CYUL,AIRSPRINT INC.,2
2367,CYOO,CYUL,AVIATION STARLINK INC.,2
2376,CYOW,CYUL,BANK OF UTAH TRUSTEE,2
2378,CYOW,CYUL,FLAIR AIRLINE,2
2395,CYKF,CYUL,AVIATION STARLINK INC.,2
2405,CYMX,CYUL,AIRSPRINT INC.,2
2406,CYMX,CYUL,AVIATION STARLINK INC.,2
2407,CYSB,CYUL,OTHERS,2
2410,CSE4,CNN8,OTHERS,2
2411,CYRP,CSJ5,OTHERS,2
2412,CYSN,CSJ5,OTHERS,2
2413,CYND,CNL3,OTHERS,2
2414,CTR6,CSY4,OTHERS,2
2416,CPR2,CSY4,OTHERS,2
2418,CNP3,CSY4,OTHERS,2
2419,CYUL,CNL8,OTHERS,2
2422,CSU3,CNN8,OTHERS,2
2423,CYND,CSJ5,OTHERS,2
2424,CLA2,CSY4,OTHERS,2
2425,CZBM,CSY3,OTHERS,2
2426,CNV8,CYFJ,OTHERS,2
2427,CNY3,CYFJ,OTHERS,2
2430,CSE4,CNP3,OTHERS,2
2431,CST3,CNP3,OTHERS,2
2437,CSY4,CAA2,OTHERS,2
2438,CYGK,CYMX,OTHERS,2
2439,CZBM,CSJ4,OTHERS,2
2440,CYJN,CYMX,BANK OF UTAH TRUSTEE,2
2442,CYOW,CYMX,AIRSPRINT INC.,2
2443,CYUL,CSC3,SKYSERVICE BUSINESS AVIATION INC./SKYSERVICE AVIATION D'AFFAIRES INC.,2
2444,CYUL,CSZ3,AVIATION STARLINK INC.,2
2445,CYSH,CYMX,OTHERS,2
2446,CYUL,CCV4,AIR CANADA,2
2449,CYUL,CCP3,OTHERS,2
2450,CYND,CSJ4,OTHERS,2
2451,CST3,CNF3,OTHERS,2
2452,CYMX,CYCK,OTHERS,2
2453,CYMX,CNF3,OTHERS,2
2454,CYUL,CAP3,AIR CANADA,2
2455,CSP6,CSZ3,OTHERS,2
2456,CYMX,CCG4,CARGOJET AIRWAYS LTD.,2
2457,CYHU,CNF4,OTHERS,2
2458,CSA2,CSJ5,OTHERS,2
2459,CYMX,CCF4,OTHERS,2
2460,CYKF,CSC3,OTHERS,2
2467,CYND,CNJ4,OTHERS,2
2469,CLA2,CSY3,OTHERS,2
2472,CYMX,CNS4,OTHERS,2
2473,CTR6,CSL3,OTHERS,2
2475,CYLS,CYFJ,OTHERS,2
2476,CYSN,CSB3,OTHERS,2
2477,CST3,CNS8,OTHERS,2
2478,CYOW,CYFJ,PORTER AIRLINES INC.,2
2479,CSS4,CSU3,OTHERS,2
2480,CYOW,CSB3,OTHERS,2
2481,CSB3,CSL5,OTHERS,2
2482,CSP5,CSU3,OTHERS,2
2484,CYUL,CSL5,OTHERS,2
2485,CTQ2,CSB3,OTHERS,2
2487,CSA2,CNV4,OTHERS,2
2488,CNN8,CSU3,OTHERS,2
2489,CSC3,CNV4,OTHERS,2
2490,CYXU,CYFJ,OTHERS,2
2492,CYYC,CYFJ,OTHERS,2
2493,CYUL,CNV4,OTHERS,2
2494,CYYZ,CYFJ,AIRSPRINT INC.,2
2495,CNV9,CNV8,OTHERS,2
2496,CSC3,CST7,OTHERS,2
2497,CSB3,CST7,OTHERS,2
2498,CYFJ,CNV8,OTHERS,2
2499,CNS8,CYND,OTHERS,2
2500,CYHM,CSU3,OTHERS,2
2502,CST3,CNS4,OTHERS,2
2504,CYHU,CNP3,OTHERS,2
2505,CYMX,CNP3,OTHERS,2
2510,CYUL,CSV8,OTHERS,2
2511,CSA2,CSK4,OTHERS,2
2513,CYHU,CNP7,OTHERS,2
2514,CYVB,CSU7,OTHERS,2
2515,CPR2,CSE4,OTHERS,2
2516,CTR6,CYFJ,OTHERS,2
2518,CSZ3,CSK4,OTHERS,2
2519,CYND,CNR6,OTHERS,2
2520,CYHU,CSU7,OTHERS,2
2522,CSC3,CSU7,OTHERS,2
2524,CYMX,CSB5,CARGOJET AIRWAYS LTD.,2
2525,CSE4,CNS4,OTHERS,2
2526,CYVB,CSU3,OTHERS,2
2527,CYUL,CSU3,OTHERS,2
2528,CYHU,CYMX,AIR GEORGIAN LIMITED,2
2529,CSE4,CSJ4,OTHERS,2
2530,CTA4,CYND,OTHERS,2
2531,CYHU,CTQ6,OTHERS,2
2532,CSU3,CTR6,OTHERS,2
2533,CSY3,CYJN,OTHERS,2
2534,CSZ3,CYJN,OTHERS,2
2536,CYGK,CYJN,OTHERS,2
2537,CSB3,CLA2,OTHERS,2
2538,CYOW,CYJN,OTHERS,2
2539,CYRP,CYJN,OTHERS,2
2541,CYHU,CSE3,OTHERS,2
2546,CSU3,CSE3,OTHERS,2
2548,CYFJ,CYKF,OTHERS,2
2549,CYMX,CYKF,OTHERS,2
2550,CSS3,CSE3,OTHERS,2
2551,CYUL,CYKF,SKYSERVICE BUSINESS AVIATION INC./SKYSERVICE AVIATION D'AFFAIRES INC.,2
2552,CNV4,CSE3,OTHERS,2
2554,CSC3,CTQ2,OTHERS,2
2556,CYFJ,CTR6,OTHERS,2
2557,CYOW,CSE4,OTHERS,2
2558,CYTR,CTR6,OTHERS,2
2559,CSD4,CSE4,OTHERS,2
2560,CSJ4,CSE4,OTHERS,2
2561,CSJ5,CSE4,OTHERS,2
2563,CYYZ,CTR6,AIRSPRINT INC.,2
2566,CSM3,CSE4,OTHERS,2
2567,CSM5,CSE4,OTHERS,2
2568,CSU3,CSE4,OTHERS,2
2569,CYSN,CTR6,OTHERS,2
2570,CYKZ,CSE4,OTHERS,2
2571,CYUL,CYHZ,AIRSPRINT INC.,2
2572,CSY4,CSE4,OTHERS,2
2573,CYRP,CTR6,OTHERS,2
2574,CYFJ,CSE4,OTHERS,2
2575,CNF3,CSE4,OTHERS,2
2576,CYOW,CTR6,AVIATION STARLINK INC.,2
2577,CYKZ,CTR6,OTHERS,2
2578,CYUL,CLC2,AIRSPRINT INC.,2
2579,CYRQ,CLC2,OTHERS,2
2580,CYKF,CTR6,OTHERS,2
2581,CPR2,CYJN,OTHERS,2
2582,CAA2,CSE4,OTHERS,2
2583,CNV9,CYKZ,OTHERS,2
2584,CYRP,CSD4,OTHERS,2
2585,CSE4,CYKZ,OTHERS,2
2586,CSP5,CYCC,OTHERS,2
2587,CST3,CSD3,OTHERS,2
2589,CYND,CNC4,OTHERS,2
2590,CSN7,CSD3,OTHERS,2
2591,CCP3,CYMX,OTHERS,2
2592,CYUL,CSC9,OTHERS,2
2593,CYMX,CSH5,OTHERS,2
2594,CSC3,CYCC,OTHERS,2
2595,CSD3,CYCC,OTHERS,2
2596,CYUL,CND4,OTHERS,2
2597,CPG5,CYMX,OTHERS,2
2598,CPS2,CYMX,OTHERS,2
2599,CYUL,CFQ7,SUNWING AIRLINES INC.,2
2600,CSB3,CSJ2,OTHERS,2
2601,CSA2,CYMX,CARGOJET AIRWAYS LTD.,2
2602,CYUL,CCY4,AIRSPRINT INC.,2
2604,CSG3,CYMX,AIR GEORGIAN LIMITED,2
2605,CSQ3,CYMX,OTHERS,2
2607,CSR3,CNE4,OTHERS,2
2608,CSS3,CYMX,OTHERS,2
2609,CSU3,CYMX,OTHERS,2
2610,CTR6,CYMX,OTHERS,2
2611,CYCK,CYMX,OTHERS,2
2612,CNV9,CCY4,OTHERS,2
2613,CSC3,CSH5,OTHERS,2
2614,CYHU,CWF2,OTHERS,2
2616,CYQB,CTG3,OTHERS,2
2617,CYHU,CYKZ,AIR CANADA,2
2618,CSA2,CTY5,OTHERS,2
2619,CPR2,CSG3,OTHERS,2
2620,CNV9,CTG3,OTHERS,2
2621,CYJN,CTE5,OTHERS,2
2622,CYND,CMW3,OTHERS,2
2623,CNV9,CYLQ,OTHERS,2
2624,CSS3,CTE5,OTHERS,2
2625,CYMX,CYLQ,OTHERS,2
2626,CYFJ,CSG3,OTHERS,2
2627,CSG3,CTE5,OTHERS,2
2628,CSE4,CTE5,OTHERS,2
2629,CYMX,CES2,OTHERS,2
2630,CTR6,CYLS,OTHERS,2
2631,CSA2,CTE5,OTHERS,2
2632,CSY4,CES2,OTHERS,2
2633,CYMX,CSG3,AIR GEORGIAN LIMITED,2
2634,CYUL,CTA4,OTHERS,2
2635,CNV9,CYMW,OTHERS,2
2636,CYTZ,CSG3,OTHERS,2
2639,CYRO,CYMW,OTHERS,2
2640,CYHU,CNC3,OTHERS,2
2642,CYTZ,CST3,OTHERS,2
2645,CNP3,CST3,OTHERS,2
2646,CYVB,CNV9,OTHERS,2
2647,CYZR,CYHU,OTHERS,2
2648,CYHU,CSN7,OTHERS,2
2649,CYZV,CNV9,OTHERS,2
2650,CSP5,CYHU,OTHERS,2
2651,CSS4,CYHU,OTHERS,2
2653,CYUL,CSR8,OTHERS,2
2654,CYYZ,CYHU,AIR GEORGIAN LIMITED,2
2655,CYYB,CYHU,OTHERS,2
2656,CYND,CYQB,OTHERS,2
2657,CSN7,CSA2,OTHERS,2
2659,CYLS,CYQB,OTHERS,2
2661,CYUL,CYHU,SKYSERVICE BUSINESS AVIATION INC./SKYSERVICE AVIATION D'AFFAIRES INC.,2
2662,CYUL,CSR3,AVIATION STARLINK INC.,2
2664,CYGV,CYQB,OTHERS,2
2665,CSE3,CYHU,OTHERS,2
2666,CYUL,CNV9,BANK OF UTAH TRUSTEE,2
2667,CYRQ,CNV9,AVIATION STARLINK INC.,2
2668,CTY5,CSA2,OTHERS,2
2670,CSQ3,CYOW,OTHERS,2
2671,CSA2,CSP5,OTHERS,2
2672,CYUL,CYHM,SUNWING AIRLINES INC.,2
2673,CTR6,CYOW,OTHERS,2
2674,CYPN,CNV9,OTHERS,2
2675,CYZV,CYQB,OTHERS,2
2676,CYFJ,CSA2,OTHERS,2
2679,CYMX,CSS3,OTHERS,2
2680,CYVB,CYQB,OTHERS,2
2681,CYQB,CNV9,OTHERS,2
2683,CYHU,CSS3,OTHERS,2
2684,CSU3,CSA2,OTHERS,2
2686,CYUY,CYQB,OTHERS,2
2687,CYUL,CSN7,OTHERS,2
2690,CSN3,CSA2,OTHERS,2
2691,CYHM,CYHU,AVIATION STARLINK INC.,2
2692,CYVB,CYPN,OTHERS,2
2693,CYHU,CYGV,OTHERS,2
2694,CSP6,CPG5,OTHERS,2
2696,CSE4,CPG5,OTHERS,2
2697,CYPN,CYHU,OTHERS,2
2698,CYMX,CYPQ,OTHERS,2
2700,CSB3,CPG5,OTHERS,2
2702,CYUL,CYGM,OTHERS,2
2703,CYKZ,CYHU,AIR CANADA,2
2704,CYOW,CYHU,AIRSPRINT INC.,2
2705,CSN3,CSM5,OTHERS,2
2707,CZBM,CPF4,OTHERS,2
2708,CSQ3,CSR3,OTHERS,2
2715,CNV9,CYHM,AVIATION STARLINK INC.,2
2716,CYMX,CYOW,CARGOJET AIRWAYS LTD.,2
2717,CYOO,CSQ3,OTHERS,2
2719,CYQB,CYOW,OTHERS,2
2721,CNP3,CSN7,OTHERS,2
2722,CYTZ,CYHU,SKYSERVICE BUSINESS AVIATION INC./SKYSERVICE AVIATION D'AFFAIRES INC.,2
2723,CSG3,CYQB,OTHERS,2
2726,CYSC,CSR3,OTHERS,2
2728,CYSH,CYHU,OTHERS,2
2730,CYFD,CYHU,OTHERS,2
2731,CZBA,CSQ3,OTHERS,2
2733,CYND,CSR3,OTHERS,2
2734,CSZ3,CSN3,OTHERS,2
2735,CES2,CSP5,OTHERS,2
2736,CSZ3,CST3,OTHERS,2
2738,CSY4,CPR2,OTHERS,2
2739,CNF4,CYHU,OTHERS,2
2740,CYHU,CST3,OTHERS,2
2743,CYSC,CSM3,OTHERS,2
2745,CSY4,CST3,OTHERS,2
2749,CSZ3,CSP6,OTHERS,2
2750,CNV4,CYHU,OTHERS,2
2751,CYHU,CSM3,AIR GEORGIAN LIMITED,2
2752,CYJN,CSM3,OTHERS,2
2753,CSG3,CPR2,OTHERS,2
2754,CYJN,CPR2,OTHERS,2
2755,CYYZ,CYND,SKYSERVICE BUSINESS AVIATION INC./SKYSERVICE AVIATION D'AFFAIRES INC.,2
2756,CYKZ,CSM3,OTHERS,2
2757,CYHU,CYQY,OTHERS,2
2760,CYCL,CYND,AIRSPRINT INC.,2
2761,CSM3,CSB3,OTHERS,2
2764,CSE4,CSM3,OTHERS,2
2765,CSG3,CNV9,OTHERS,2
2767,CYSN,CYND,OTHERS,2
2768,CYUL,CYND,SKYSERVICE BUSINESS AVIATION INC./SKYSERVICE AVIATION D'AFFAIRES INC.,2
2769,CYUL,CNV8,OTHERS,2
2770,CYYB,CYND,OTHERS,2
2773,CYUL,CYQG,AVIATION STARLINK INC.,2
2774,CSD3,CPR2,OTHERS,2
2775,CYJN,CSM5,OTHERS,2
2777,CYJN,CYOO,OTHERS,2
2778,CYTZ,CSP6,PORTER AIRLINES INC.,2
2779,CYRO,CSP6,OTHERS,2
2782,CNS8,CST3,OTHERS,2
2783,CYOW,CSM3,OTHERS,2
2785,CNY3,CYHU,OTHERS,2
2786,CYND,CSM3,OTHERS,2
2787,CYHU,CNV9,AIR GEORGIAN LIMITED,2
2788,CYJN,CSP5,OTHERS,2
2789,CYUL,CYOO,AVIATION STARLINK INC.,2
2790,CSE4,CST3,OTHERS,2
2791,CYUL,CYOO,BANK OF UTAH TRUSTEE,2
2795,CYRQ,CRL2,OTHERS,1
2796,CYUL,CSE3,OTHERS,1
2800,CNS4,CSE4,OTHERS,1
2802,CYSC,CPS2,OTHERS,1
2805,CYND,CPS2,OTHERS,1
2806,CSG3,CSE3,OTHERS,1
2809,CPR2,CSD3,OTHERS,1
2811,CZBM,CRL2,OTHERS,1
2812,CYJN,CPS2,OTHERS,1
2813,CPP6,CSE4,OTHERS,1
2815,CSS3,CSD3,OTHERS,1
2819,CNV9,CSE4,OTHERS,1
2821,CYXU,CSE3,OTHERS,1
2822,CNS8,CSE4,OTHERS,1
2823,CYHU,CSD3,OTHERS,1
2825,CYMX,CPS2,OTHERS,1
2827,CYJN,CSD3,OTHERS,1
2828,CYMX,CSD3,OTHERS,1
2829,CYSA,CSD3,OTHERS,1
2836,CNN8,CSE4,OTHERS,1
2837,CNF4,CSE4,OTHERS,1
2840,CCP3,CSE4,OTHERS,1
2842,CZBM,CPS2,OTHERS,1
2843,CYSC,CSD4,OTHERS,1
2846,CYHU,CRE3,OTHERS,1
2847,CLC2,CSE4,OTHERS,1
2849,CYYB,CSD4,OTHERS,1
2850,CSC3,CPU6,OTHERS,1
2852,CYCC,CSD4,OTHERS,1
2855,CYMX,CRL2,OTHERS,1
2857,CZBM,CSD3,OTHERS,1
2859,CYMX,CRL2,AIR GEORGIAN LIMITED,1
2860,CNP7,CSE4,OTHERS,1
2863,CNV9,CSD4,OTHERS,1
2865,CPL3,CSD4,OTHERS,1
2868,CLA4,CSD3,OTHERS,1
2869,CSY4,CSE3,OTHERS,1
2870,CYJN,CRL2,OTHERS,1
2876,CLA6,CSC3,OTHERS,1
2879,CDA4,CSB3,OTHERS,1
2881,CLA2,CSB3,OTHERS,1
2885,CNC3,CSB3,OTHERS,1
2886,CSD4,CSB3,OTHERS,1
2889,CSX5,CSA2,OTHERS,1
2892,CNC3,CSC3,OTHERS,1
2893,CYJN,CSA2,BANK OF UTAH TRUSTEE,1
2896,CYMX,CSA2,BANK OF UTAH TRUSTEE,1
2897,CYUL,CSA2,AIR CANADA,1
2898,CAA2,CSB3,OTHERS,1
2899,CSH5,CSB3,OTHERS,1
2900,CSJ5,CSB3,OTHERS,1
2902,CYLS,CSB3,OTHERS,1
2903,CYHZ,CSB3,OTHERS,1
2904,CYFD,CSB3,OTHERS,1
2911,CTE5,CSB3,OTHERS,1
2913,CSM5,CSB3,OTHERS,1
2914,CSY4,CSB3,OTHERS,1
2916,CYOO,CSB3,OTHERS,1
2919,CYYZ,CSB3,AIRSPRINT INC.,1
2922,CZBM,CSB3,AIR CANADA,1
2927,CYRP,CSB3,OTHERS,1
2929,CYXU,CSB3,OTHERS,1
2930,CYSH,CSB3,OTHERS,1
2933,CNS4,CSC3,OTHERS,1
2934,CSS3,CSA2,OTHERS,1
2939,CZBF,CSC3,OTHERS,1
2940,CYYZ,CSC3,AIRSPRINT INC.,1
2942,CYXU,CSC3,OTHERS,1
2945,CYUL,CSC3,AVIATION STARLINK INC.,1
2947,CST3,CSB3,OTHERS,1
2953,CYUL,CSC9,AIRSPRINT INC.,1
2955,CYHU,CSC9,OTHERS,1
2969,CYUL,CSC3,AIRSPRINT INC.,1
2970,CYRO,CSC3,OTHERS,1
2972,CSN7,CSC3,OTHERS,1
2974,CSR3,CSA2,OTHERS,1
2977,CSM5,CSC3,OTHERS,1
2982,CSL3,CSC3,OTHERS,1
2983,CSK4,CSC3,OTHERS,1
2990,CSB3,CSA2,OTHERS,1
2993,CYOW,CSC3,AIRSPRINT INC.,1
2994,CYOO,CSC3,OTHERS,1
2995,CSU7,CSC3,OTHERS,1
2997,CSJ5,CSA2,OTHERS,1
2998,CYHZ,CSC3,AIRSPRINT INC.,1
2999,CYGK,CSC3,OTHERS,1
3002,CYQB,CYRI,OTHERS,1
3003,CYYG,CSG3,OTHERS,1
3004,CPS2,CSE4,OTHERS,1
3007,CZBA,CSM3,OTHERS,1
3008,CYTZ,CSM3,OTHERS,1
3009,CYSN,CSM3,OTHERS,1
3011,CYRQ,CSM3,OTHERS,1
3012,CYQS,CSM3,OTHERS,1
3024,CYHM,CSM3,OTHERS,1
3026,CST3,CSM3,OTHERS,1
3052,CSR3,CSM3,OTHERS,1
3057,CZBM,CSL5,OTHERS,1
3060,CYHU,CSL5,AIR CANADA,1
3062,CSC3,CSL5,OTHERS,1
3070,CYHU,CSL3,OTHERS,1
3078,CSC3,CSM3,OTHERS,1
3079,CNV9,CSM3,OTHERS,1
3099,CSS3,CSP5,OTHERS,1
3100,CSN7,CSP5,OTHERS,1
3101,CSC3,CSP5,OTHERS,1
3104,CSB3,CSP5,OTHERS,1
3105,CPR2,CSP5,OTHERS,1
3106,CNS4,CSP5,OTHERS,1
3107,CNF4,CSP5,OTHERS,1
3110,CYSA,CSN7,OTHERS,1
3112,CTQ2,CSN7,OTHERS,1
3113,CSX5,CSN7,OTHERS,1
3114,CSU3,CSN7,OTHERS,1
3115,CSM5,CSN7,OTHERS,1
3116,CSD3,CSN7,OTHERS,1
3120,CSP6,CSP5,OTHERS,1
3122,CNZ8,CSN7,OTHERS,1
3127,CAA2,CSP6,OTHERS,1
3130,CZBA,CSP5,OTHERS,1
