,airportIn,airportOut,company,number
965,CYYZ,CYSC,OTHERS,8
972,CYYZ,CTR6,CARGOJET AIRWAYS LTD.,8
973,CYYZ,CTR6,SKY REGIONAL AIRLINES INC. /LIGNES AÉRIENNES SKY REGIONAL INC.,8
974,CSY4,CYUL,OTHERS,8
975,CSR3,CYUL,OTHERS,9
976,CYVB,CSJ5,OTHERS,8
979,CYCC,CYMX,OTHERS,8
980,CYOO,CTR6,OTHERS,8
982,CTR6,CNV9,OTHERS,8
983,CYUL,CCY4,WESTJET ENCORE LTD.,8
986,CYTR,CYMX,OTHERS,8
989,CYMX,CSJ5,OTHERS,8
991,CYND,CNF3,OTHERS,8
992,CYHM,CTR6,JAZZ AVIATION LP,8
993,CSC3,CYUL,OTHERS,8
997,CSB3,CYMX,OTHERS,8
998,CYUL,CCW4,AIR CANADA,8
1000,CYUL,CYVB,OTHERS,8
1001,CYYC,CYHU,OTHERS,7
1002,CSE4,CNF3,OTHERS,7
1004,CYWG,CYHU,OTHERS,7
1008,CSR3,CYYZ,OTHERS,7
1010,CSB3,CYND,OTHERS,7
1013,CSY4,CSZ3,OTHERS,7
1016,CYCC,CYJN,OTHERS,7
1017,CYUL,CYQY,CARGOJET AIRWAYS LTD.,7
1018,CYND,CYJN,OTHERS,7
1021,CSP6,CSE4,OTHERS,7
1023,CYUL,CST7,JAZZ AVIATION LP,7
1025,CSB3,CSE4,OTHERS,7
1026,CYSC,CYJN,OTHERS,7
1029,CYHU,CYRP,OTHERS,7
1030,CYRQ,CSE4,OTHERS,7
1032,CYJN,CSU3,OTHERS,7
1035,CYSC,CYRQ,OTHERS,7
1036,CYHU,CLA2,OTHERS,7
1039,CSG3,CYRQ,OTHERS,7
1040,CSC3,CYJN,OTHERS,7
1041,CYHM,CYUL,AIR GEORGIAN LIMITED,7
1042,CYUL,CYWG,SKYSERVICE BUSINESS AVIATION INC./SKYSERVICE AVIATION D'AFFAIRES INC.,7
1043,CYHU,CYGP,OTHERS,7
1045,CYQY,CYUL,CARGOJET AIRWAYS LTD.,7
1046,CYMX,CYOO,OTHERS,7
1048,CYUL,CSA2,OTHERS,7
1049,CYMX,CNV4,OTHERS,7
1050,CSB3,CNV9,OTHERS,7
1051,CYPN,CYUL,OTHERS,7
1055,CYND,CAA2,OTHERS,7
1056,CYUL,CCW4,OTHERS,7
1057,CSC3,CTR6,OTHERS,7
1059,CYMX,CSQ3,OTHERS,7
1060,CYZV,CYUL,JAZZ AVIATION LP,7
1061,CYJN,CSQ3,OTHERS,7
1062,CYUL,CCW4,JAZZ AVIATION LP,7
1063,CYUL,CYGK,OTHERS,7
1064,CYUL,CPS2,OTHERS,7
1065,CYSH,CYND,OTHERS,7
1066,CYHU,CZBA,OTHERS,7
1067,CSZ3,CSE4,OTHERS,7
1069,CYHU,CYUL,AIR GEORGIAN LIMITED,7
1071,CYMX,CSB3,OTHERS,7
1073,CYHZ,CYUL,AVIATION STARLINK INC.,7
1074,CSU3,CYSC,OTHERS,7
1075,CSB3,CSH5,OTHERS,7
1078,CSE4,CSC3,OTHERS,7
1079,CYRQ,CYUL,AIR CANADA,7
1080,CYND,CYSH,OTHERS,7
1081,CYTZ,CTR6,OTHERS,7
1087,CSS3,CYCC,OTHERS,6
1089,CNC3,CYHU,OTHERS,6
1090,CSE4,CYFJ,OTHERS,6
1092,CYUL,CSY4,OTHERS,6
1093,CYUL,CYXE,OTHERS,6
1096,CYSC,CSU3,OTHERS,6
1097,CYRQ,CYVB,OTHERS,6
1100,CSA2,CYHU,OTHERS,6
1101,CSZ3,CSY4,OTHERS,6
1102,CSB3,CYFJ,OTHERS,6
1105,CYQG,CYFJ,OTHERS,6
1106,CSC3,CSA2,OTHERS,6
1107,CSC3,CSG3,OTHERS,6
1109,CYUL,CLC2,OTHERS,6
1110,CSU3,CSJ4,OTHERS,6
1114,CYSC,CSH5,OTHERS,6
1115,CYUL,CYHZ,SKYSERVICE BUSINESS AVIATION INC./SKYSERVICE AVIATION D'AFFAIRES INC.,6
1116,CPG5,CYUL,OTHERS,6
1117,CSA2,CYUL,OTHERS,6
1118,CYUL,CSG5,OTHERS,6
1119,CYYZ,CYUL,AIR GEORGIAN LIMITED,6
1120,CSJ5,CYUL,OTHERS,6
1123,CSG3,CYND,OTHERS,6
1125,CSB3,CCP3,OTHERS,6
1128,CYND,CYTZ,OTHERS,6
1130,CYQB,CYTZ,PORTER AIRLINES INC.,6
1132,CZBM,CYTZ,OTHERS,6
1134,CYUL,CSK5,AIR CANADA,6
1135,CZBM,CSK4,OTHERS,6
1136,CYKF,CYND,OTHERS,6
1138,CYUL,CEQ3,OTHERS,6
1139,CSE4,CSG3,OTHERS,6
1144,CYLS,CYUL,OTHERS,6
1145,CYND,CNV9,OTHERS,6
1147,CSC3,CYMX,OTHERS,6
1149,CSE4,CSB3,OTHERS,6
1150,CYND,CYMW,OTHERS,6
1151,CYHU,CSA2,OTHERS,6
1154,CSJ4,CSA2,OTHERS,6
1155,CYOO,CYMX,OTHERS,6
1156,CSE4,CSD4,OTHERS,6
1157,CSR3,CSE4,OTHERS,6
1159,CSY3,CYUL,OTHERS,6
1160,CYSN,CSE4,OTHERS,6
1161,CYRO,CSE4,OTHERS,6
1163,CYGV,CYUL,OTHERS,6
1164,CYXE,CYUL,OTHERS,6
1165,CYVR,CYUL,SKYSERVICE BUSINESS AVIATION INC./SKYSERVICE AVIATION D'AFFAIRES INC.,6
1167,CYRQ,CYJN,OTHERS,6
1168,CNV4,CSE4,OTHERS,6
1171,CYSC,CYMX,OTHERS,6
1174,CSE4,CYOO,OTHERS,6
1175,CYUL,CYHU,AIR GEORGIAN LIMITED,6
1178,CYUL,CYQB,SKYSERVICE BUSINESS AVIATION INC./SKYSERVICE AVIATION D'AFFAIRES INC.,6
1179,CYFJ,CYYZ,OTHERS,6
1180,CYUL,CYYZ,BANK OF UTAH TRUSTEE,6
1182,CYYZ,CZBM,AIRSPRINT INC.,6
1186,CSE4,CSR3,OTHERS,6
1192,CYUL,CYYZ,CARGOJET AIRWAYS LTD.,6
1194,CNV9,CYOO,OTHERS,6
1195,CNV9,CYYC,WESTJET,6
1196,CSE4,CYTZ,OTHERS,6
1197,CSR3,CYSC,OTHERS,6
1198,CYHM,CYUL,BANK OF UTAH TRUSTEE,5
1202,CYMX,CNP7,OTHERS,5
1203,CYJN,CYRQ,OTHERS,5
1205,CYSN,CYMX,OTHERS,5
1209,CYHM,CYRQ,OTHERS,5
1210,CYUL,CYMX,AIR CANADA,5
1211,CYHZ,CYUL,AIRSPRINT INC.,5
1212,CZBM,CYFJ,OTHERS,5
1214,CYRQ,CNV9,OTHERS,5
1215,CYOW,CTR6,SUNWING AIRLINES INC.,5
1216,CYND,CYRP,OTHERS,5
1217,CNV9,CTR6,OTHERS,5
1218,CNV4,CYMX,OTHERS,5
1221,CYOW,CYFJ,OTHERS,5
1226,CYOW,CYUL,AVIATION STARLINK INC.,5
1227,CYKZ,CYFJ,AVIATION STARLINK INC.,5
1229,CYHM,CYFJ,AVIATION STARLINK INC.,5
1230,CYQB,CYHM,JAZZ AVIATION LP,5
1232,CYND,CPF4,OTHERS,5
1233,CSJ4,CYMX,OTHERS,5
1234,CYMX,CYUL,SKYSERVICE BUSINESS AVIATION INC./SKYSERVICE AVIATION D'AFFAIRES INC.,5
1235,CSU3,CYRQ,OTHERS,5
1236,CYUL,CYQB,AVIATION STARLINK INC.,5
1237,CYFJ,CNV9,OTHERS,5
1238,CSQ3,CYSC,OTHERS,5
1239,CYHU,CYTZ,AIR CANADA,5
1240,CSC3,CNF3,OTHERS,5
1241,CYCK,CYUL,OTHERS,5
1242,CZBM,CYOO,OTHERS,5
1243,CNP3,CYND,OTHERS,5
1244,CYUL,CHG2,JAZZ AVIATION LP,5
1246,CSE4,CYND,OTHERS,5
1248,CAA2,CYMX,OTHERS,5
1249,CYSC,CYOO,OTHERS,5
1252,CYMX,CYTR,OTHERS,5
1253,CZBM,CYCC,OTHERS,5
1254,CYPQ,CYND,OTHERS,5
1255,CYSC,CYND,OTHERS,5
1256,CYRQ,CYTZ,OTHERS,5
1258,CYUL,CCM3,JAZZ AVIATION LP,5
1259,CNV9,CYTZ,OTHERS,5
1260,CYUL,CAM3,AIR CANADA,5
1264,CYJN,CYTZ,OTHERS,5
1267,CYHU,CLC2,OTHERS,5
1268,CYYZ,CTR6,SUNWING AIRLINES INC.,5
1269,CYCH,CYUL,OTHERS,5
1271,CZBM,CYND,OTHERS,5
1272,CYUL,CYPN,OTHERS,5
1274,CYUL,CYGV,OTHERS,5
1276,CSJ4,CYUL,OTHERS,7
1280,CYRQ,CYOW,OTHERS,5
1283,CYHU,CYCL,OTHERS,5
1284,CYHU,CYSN,OTHERS,5
1285,CNV9,CYUL,SKYSERVICE BUSINESS AVIATION INC./SKYSERVICE AVIATION D'AFFAIRES INC.,5
1286,CYPQ,CYUL,OTHERS,5
1287,CSB3,CSU3,OTHERS,5
1288,CYUL,CRL2,OTHERS,5
1289,CSY3,CSG3,OTHERS,5
1291,CYRQ,CSY3,OTHERS,5
1293,CSE4,CSN3,OTHERS,5
1294,CSY4,CSM5,OTHERS,5
1295,CSZ3,CYHU,OTHERS,5
1296,CYYZ,CYUY,OTHERS,5
1298,CSB3,CYRO,OTHERS,5
1299,CSQ3,CYHU,OTHERS,5
1300,CYUL,CSK4,OTHERS,5
1301,CSJ5,CYHU,OTHERS,5
1302,CSP5,CSZ3,OTHERS,5
1304,CZBF,CYUL,OTHERS,5
1305,CTR6,CSJ5,OTHERS,5
1306,CYMX,CYHZ,CARGOJET AIRWAYS LTD.,5
1307,CYJN,CSZ3,OTHERS,5
1308,CSG3,CSJ4,OTHERS,5
1309,CYND,CSZ3,OTHERS,5
1311,CYUL,CYHZ,SKY REGIONAL AIRLINES INC. /LIGNES AÉRIENNES SKY REGIONAL INC.,5
1312,CSR3,CSH5,OTHERS,5
1313,CSE4,CSP5,OTHERS,5
1314,CSZ3,CSP5,OTHERS,5
1315,CYUL,CYXE,AIR CANADA,5
1316,CYSN,CYHU,OTHERS,5
1317,CYUL,CYXU,OTHERS,5
1318,CZBM,CST3,OTHERS,5
1319,CYUL,CST3,OTHERS,5
1320,CYUL,CYHU,BANK OF UTAH TRUSTEE,5
1321,CYRP,CST3,OTHERS,5
1322,CYND,CST3,OTHERS,5
1323,CYUL,CYYG,OTHERS,5
1324,CYVR,CYHU,OTHERS,5
1325,CYYZ,CYHU,AIR CANADA,5
1326,CYCC,CSS3,OTHERS,5
1327,CYYZ,CYHU,SKYSERVICE BUSINESS AVIATION INC./SKYSERVICE AVIATION D'AFFAIRES INC.,5
1328,CYUL,CYYZ,AIR GEORGIAN LIMITED,5
1329,CSE4,CSS3,OTHERS,5
1330,CSG3,CSY3,OTHERS,5
1331,CZBM,CYYZ,AIRSPRINT INC.,5
1332,CYUL,CZBF,OTHERS,5
1333,CSA2,CSR3,OTHERS,5
1334,CSK4,CZBM,OTHERS,5
1336,CYCC,CZBM,OTHERS,5
1338,CYTZ,CZBM,OTHERS,5
1339,CYHU,CYVR,OTHERS,5
1340,CSE4,CSP6,OTHERS,5
1342,CYCL,CYHU,OTHERS,5
1345,CSC3,CSE4,OTHERS,5
1347,CSE3,CSA2,OTHERS,5
1348,CSE4,CSA2,OTHERS,5
1349,CSS3,CSE4,OTHERS,5
1351,CYOO,CYJN,OTHERS,5
1353,CSG3,CSE4,OTHERS,5
1354,CYVB,CYUL,OTHERS,5
1355,CSJ4,CSB3,OTHERS,5
1356,CSA2,CSE4,OTHERS,5
1359,CYUL,CSB5,JAZZ AVIATION LP,5
1360,CYJN,CSC3,AIR CANADA,5
1361,CYJN,CYKF,OTHERS,5
1362,CYVR,CYUL,BANK OF UTAH TRUSTEE,5
1363,CYFJ,CYKZ,AVIATION STARLINK INC.,5
1365,CSB3,CSG3,OTHERS,5
1367,CNN8,CYHU,OTHERS,5
1368,CYOO,CSE4,OTHERS,5
1369,CSU3,CYJN,OTHERS,5
1370,CYTZ,CSE4,OTHERS,5
1371,CYHU,CSZ4,AIR GEORGIAN LIMITED,5
1372,CYUL,CYOW,FLAIR AIRLINE,4
1374,CSJ5,CYMX,OTHERS,4
1375,CYSC,CYKZ,OTHERS,4
1376,CYUL,CYUL,PORTER AIRLINES INC.,4
1377,CSJ5,CYRQ,OTHERS,4
1379,CYHU,CYPN,OTHERS,4
1382,CNS4,CYMX,OTHERS,4
1384,CYUL,CYQS,AVIATION STARLINK INC.,4
1385,CYLW,CYUL,OTHERS,4
1386,CSE4,CYOW,OTHERS,4
1387,CSE4,CYRO,OTHERS,4
1389,CST3,CYRP,OTHERS,4
1390,CYOO,CYUL,BANK OF UTAH TRUSTEE,4
1391,CYJN,CYRP,OTHERS,4
1392,CYTZ,CYHU,AIR CANADA,4
1393,CYQB,CYUL,JAZZ AVIATION LP,4
1394,CYQM,CYUL,JAZZ AVIATION LP,4
1395,CYMX,CYHU,AIR GEORGIAN LIMITED,4
1396,CYTR,CYQB,OTHERS,4
1397,CYQS,CYUL,AVIATION STARLINK INC.,4
1398,CYOO,CYHU,AIR CANADA,4
1399,CYYC,CYQB,WESTJET,4
1400,CSE4,CYRQ,OTHERS,4
1401,CYYZ,CYFJ,OTHERS,4
1402,CYKF,CYSC,OTHERS,4
1405,CYHU,CYLS,OTHERS,4
1406,CYSC,CYUL,SKYSERVICE BUSINESS AVIATION INC./SKYSERVICE AVIATION D'AFFAIRES INC.,4
1407,CYYZ,CYRQ,AIR CANADA,4
1408,CYSN,CYUL,OTHERS,4
1410,CYZV,CYHU,OTHERS,4
1411,CYTR,CYHU,OTHERS,4
1413,CTR6,CYOO,OTHERS,4
1416,CSL5,CYHU,OTHERS,4
1418,CYCC,CYND,OTHERS,4
1419,CSZ3,CYND,OTHERS,4
1420,CSU3,CYND,OTHERS,4
1421,CSH5,CYHU,OTHERS,4
1425,CNV9,CYND,OTHERS,4
1427,CYYB,CYUL,OTHERS,4
1430,CLC2,CYUL,OTHERS,4
1431,CNL8,CYUL,AIRSPRINT INC.,4
1432,CNV9,CYUL,AIR TRANSAT,4
1433,CSV8,CYUL,OTHERS,4
1434,CYVB,CYGP,OTHERS,4
1435,CSS3,CYUL,OTHERS,4
1436,CYYG,CYUL,OTHERS,4
1437,CZBM,CYHZ,OTHERS,4
1440,CSM5,CYHU,OTHERS,4
1441,CYRP,CYND,OTHERS,4
1442,CYRQ,CYND,OTHERS,4
1444,CZBM,CYKF,OTHERS,4
1445,CYUL,CYKF,AVIATION STARLINK INC.,4
1446,CYND,CYKF,OTHERS,4
1447,CYYT,CYUL,OTHERS,4
1448,CYKA,CYUL,OTHERS,4
1452,CYWG,CYUL,AIRSPRINT INC.,4
1453,CSB3,CYTZ,OTHERS,4
1454,CYTZ,CYJN,OTHERS,4
1455,CYXE,CYUL,CARGOJET AIRWAYS LTD.,4
1457,CYUY,CYMX,OTHERS,4
1459,CYSH,CYJN,OTHERS,4
1460,CYHU,CYUL,SKYSERVICE BUSINESS AVIATION INC./SKYSERVICE AVIATION D'AFFAIRES INC.,4
1461,CYZV,CYMX,OTHERS,4
1463,CST3,CYHU,OTHERS,4
1465,CYHU,CYUL,AVIATION STARLINK INC.,4
1467,CSM5,CSY4,OTHERS,4
1469,CYJN,CSK4,OTHERS,4
1474,CYOW,CSJ5,OTHERS,4
1475,CYSC,CSJ5,OTHERS,4
1477,CSU3,CSB3,OTHERS,4
1479,CYMX,CSM3,OTHERS,4
1485,CYND,CSG3,OTHERS,4
1486,CSU3,CSG3,OTHERS,4
1487,CSY3,CSE4,OTHERS,4
1491,CYUL,CSD3,OTHERS,4
1492,CYCC,CSC3,OTHERS,4
1493,CSS3,CSC3,OTHERS,4
1495,CYYZ,CSM3,OTHERS,4
1496,CZBM,CSM3,OTHERS,4
1498,CSB3,CSS3,OTHERS,4
1499,CYND,CSY4,OTHERS,4
1500,CYLS,CSY4,OTHERS,4
1501,CSG3,CSY4,OTHERS,4
1502,CSE4,CSY4,OTHERS,4
1503,CYQB,CYVB,OTHERS,4
1504,CYND,CSU3,OTHERS,4
1505,CYKZ,CSU3,OTHERS,4
1506,CYHU,CYXU,OTHERS,4
1507,CSR3,CSU3,OTHERS,4
1508,CYMX,CYYB,OTHERS,4
1509,CYHU,CYYC,OTHERS,4
1510,CYUL,CYYJ,OTHERS,4
1511,CSA2,CST3,OTHERS,4
1512,CYYZ,CSR3,OTHERS,4
1513,CYHU,CSN3,OTHERS,4
1514,CYUL,CSR3,SKYSERVICE BUSINESS AVIATION INC./SKYSERVICE AVIATION D'AFFAIRES INC.,4
1515,CYUY,CYYZ,OTHERS,4
1516,CYOO,CZBM,OTHERS,4
1517,CYMX,CSP6,OTHERS,4
1520,CYMX,CSN3,OTHERS,4
1521,CSS3,CSB3,OTHERS,4
1523,CYUL,CCF4,WESTJET ENCORE LTD.,4
1524,CYUL,CCG4,JAZZ AVIATION LP,4
1527,CYUL,CCW4,PORTER AIRLINES INC.,4
1528,CYMX,CCY4,OTHERS,4
1530,CSG3,CSB3,OTHERS,4
1538,CYHU,CAA2,OTHERS,4
1553,CSE4,CNV9,OTHERS,4
1554,CZBM,CSA2,OTHERS,4
1555,CST3,CSA2,OTHERS,4
1556,CYND,CRL2,OTHERS,4
1558,CYHU,CPS2,OTHERS,4
1559,CSE4,CPR2,OTHERS,4
1562,CYUL,CNV9,AIRSPRINT INC.,4
1567,CYND,CNP3,OTHERS,4
1569,CYJN,CNN8,OTHERS,4
1570,CYUL,CNJ4,OTHERS,4
1571,CYUL,CNF8,OTHERS,4
1572,CYJN,CNF3,OTHERS,4
1573,CSU3,CNF3,OTHERS,4
1574,CYUY,CNE4,OTHERS,4
1578,CPG5,CSE4,OTHERS,4
1579,CSB3,CTE5,OTHERS,4
1581,CSB3,CYCC,OTHERS,4
1583,CSG3,CTR6,OTHERS,4
1584,CSB3,CTR6,OTHERS,4
1585,CYHU,CTY5,OTHERS,4
1586,CSB3,CTQ2,OTHERS,4
1587,CSJ5,CTR6,OTHERS,4
1588,CYUL,CYCL,OTHERS,4
1589,CZBM,CTQ2,OTHERS,4
1590,CYUL,CYCK,OTHERS,4
1591,CYJN,CYCC,OTHERS,4
1592,CSZ3,CYFJ,OTHERS,4
1593,CYND,CYCC,OTHERS,4
1594,CYUL,CYCC,OTHERS,4
1596,CYMX,CYCC,OTHERS,4
1597,CYKZ,CYFJ,OTHERS,4
1598,CYHM,CTR6,OTHERS,4
1602,CYQY,CYUL,SKY REGIONAL AIRLINES INC. /LIGNES AÉRIENNES SKY REGIONAL INC.,3
1603,CSN3,CYMX,OTHERS,3
1604,CSM5,CYMX,OTHERS,3
1605,CYMX,CYMW,OTHERS,3
1606,CSP6,CYMX,OTHERS,3
1607,CYND,CYUL,AVIATION STARLINK INC.,3
1608,CSV8,CYMX,OTHERS,3
1609,CPG5,CSB3,OTHERS,3
1611,CNV9,CSB3,OTHERS,3
1616,CYHU,CRL2,OTHERS,3
1618,CYQA,CYUL,OTHERS,3
1621,CZBM,CSZ4,OTHERS,3
1623,CYUY,CNV9,OTHERS,3
1626,CYUL,CYMX,SKYSERVICE BUSINESS AVIATION INC./SKYSERVICE AVIATION D'AFFAIRES INC.,3
1628,CYRQ,CNN8,OTHERS,3
1629,CYXE,CYMX,OTHERS,3
1630,CYXU,CYMX,OTHERS,3
1631,CYND,CNN8,OTHERS,3
1632,CYMX,CNN8,OTHERS,3
1633,CYYC,CYMX,OTHERS,3
1634,CYYZ,CYMX,AIRSPRINT INC.,3
1635,CZBM,CNL3,OTHERS,3
1637,CYMX,CNL3,OTHERS,3
1638,CYHM,CYUL,SUNWING AIRLINES INC.,3
1640,CYUL,CNP7,OTHERS,3
1643,CSU3,CNV9,OTHERS,3
1644,CSQ3,CSB3,OTHERS,3
1646,CYLS,CYUL,AIRSPRINT INC.,3
1647,CSJ5,CNV9,OTHERS,3
1649,CYKZ,CYMX,OTHERS,3
1650,CSE4,CNV4,OTHERS,3
1651,CYMX,CNU4,OTHERS,3
1652,CYKF,CYUL,AIRSPRINT INC.,3
1653,CYHU,CNS8,OTHERS,3
1654,CYOW,CYMX,FLAIR AIRLINE,3
1655,CYRP,CYMX,OTHERS,3
1656,CYUL,CYLW,AIR CANADA,3
1657,CSY4,CYLS,OTHERS,3
1658,CYUL,CYLS,OTHERS,3
1659,CYYC,CYUL,SKYSERVICE BUSINESS AVIATION INC./SKYSERVICE AVIATION D'AFFAIRES INC.,3
1660,CSY4,CSG3,OTHERS,3
1661,CYUY,CTR6,OTHERS,3
1662,CSP5,CSG3,OTHERS,3
1664,CSJ4,CSG3,OTHERS,3
1665,CNV9,CSG3,OTHERS,3
1666,CSD3,CYJN,OTHERS,3
1668,CYYC,CYUL,JAZZ AVIATION LP,3
1669,CYHU,CYHM,AIRSPRINT INC.,3
1670,CSP6,CYJN,OTHERS,3
1671,CSR3,CYJN,OTHERS,3
1672,CYSH,CSE4,OTHERS,3
1675,CYXU,CYUL,AVIATION STARLINK INC.,3
1676,CYXE,CYUL,SKYSERVICE BUSINESS AVIATION INC./SKYSERVICE AVIATION D'AFFAIRES INC.,3
1677,CST3,CSE4,OTHERS,3
1678,CYYJ,CYUL,OTHERS,3
1681,CYUL,CSG3,OTHERS,3
1683,CYUL,CSJ4,AVIATION STARLINK INC.,3
1684,CYRQ,CSJ4,AIR CANADA,3
1686,CSY3,CSJ4,OTHERS,3
1687,CSS3,CSJ4,OTHERS,3
1689,CSP5,CSJ4,OTHERS,3
1690,CYYZ,CYUL,CARGOJET AIRWAYS LTD.,3
1691,CYUL,CYHZ,AVIATION STARLINK INC.,3
1692,CSB3,CSJ4,OTHERS,3
1694,CSU3,CSH5,OTHERS,3
1697,CSP5,CSE4,OTHERS,3
1699,CSR3,CSB3,OTHERS,3
1701,CYUY,CYUL,AIR CANADA,3
1702,CSU3,CYKZ,OTHERS,3
1703,CTR6,CYKZ,OTHERS,3
1704,CYHZ,CSC3,OTHERS,3
1705,CYFJ,CYKZ,OTHERS,3
1708,CYMX,CYKZ,OTHERS,3
1709,CYRO,CYJN,OTHERS,3
1710,CYTZ,CSB3,OTHERS,3
1711,CYRO,CSB3,OTHERS,3
1712,CYCC,CSB3,OTHERS,3
1714,CYSC,CYUL,AIRSPRINT INC.,3
1715,CYUL,CYLS,AIRSPRINT INC.,3
1719,CYFJ,CYHM,AVIATION STARLINK INC.,3
1721,CNL3,CSE4,OTHERS,3
1722,CYWG,CYUL,SKYSERVICE BUSINESS AVIATION INC./SKYSERVICE AVIATION D'AFFAIRES INC.,3
1724,CSU3,CYHM,OTHERS,3
1726,CYUL,CYKA,OTHERS,3
1728,CYMX,CSE3,OTHERS,3
1729,CYVR,CYUL,SUNWING AIRLINES INC.,3
1730,CYOW,CSD4,OTHERS,3
1731,CYMX,CSD4,OTHERS,3
1732,CNV9,CYHM,OTHERS,3
1733,CYYC,CTR6,WESTJET,3
1734,CYRQ,CYKF,OTHERS,3
1737,CYGP,CYUL,OTHERS,3
1739,CYND,CYOW,OTHERS,3
1742,CYSC,CYOW,OTHERS,3
1747,CSE4,CYQA,OTHERS,3
1748,CYTZ,CYSC,OTHERS,3
1749,CYRQ,CYSC,OTHERS,3
1750,CYOW,CYSC,OTHERS,3
1751,CYND,CYSC,OTHERS,3
1753,CYKZ,CYSC,OTHERS,3
1755,CYUL,CYPQ,SKYSERVICE BUSINESS AVIATION INC./SKYSERVICE AVIATION D'AFFAIRES INC.,3
1757,CYMX,CYOW,FLAIR AIRLINE,3
1758,CZBA,CYSC,OTHERS,3
1763,CYUL,CYSN,AVIATION STARLINK INC.,3
1765,CYND,CYSN,OTHERS,3
1767,CYMX,CYSN,OTHERS,3
1769,CYHU,CYSN,BANK OF UTAH TRUSTEE,3
1770,CSE4,CYSN,OTHERS,3
1771,CNV9,CYSN,OTHERS,3
1772,CSE4,CYSH,OTHERS,3
1773,CYYZ,CYFJ,AVIATION STARLINK INC.,3
1776,CYUL,CYQA,OTHERS,3
1777,CSB3,CNF3,OTHERS,3
1781,CYMX,CYRP,OTHERS,3
1785,CYJN,CYRO,OTHERS,3
1788,CYUL,CYQG,SKYSERVICE BUSINESS AVIATION INC./SKYSERVICE AVIATION D'AFFAIRES INC.,3
1789,CTR6,CYRO,OTHERS,3
1793,CYYZ,CYQB,SKY REGIONAL AIRLINES INC. /LIGNES AÉRIENNES SKY REGIONAL INC.,3
1795,CYYZ,CYQB,CARGOJET AIRWAYS LTD.,3
1797,CYUL,CYSB,AIRSPRINT INC.,3
1799,CYYZ,CYRQ,OTHERS,3
1802,CYTZ,CYRQ,OTHERS,3
1803,CYHM,CYQB,JAZZ AVIATION LP,3
1806,CYSN,CYQB,OTHERS,3
1807,CYTZ,CYQB,OTHERS,3
1809,CYUL,CYQB,AIR GEORGIAN LIMITED,3
1814,CYHU,CYOO,AIRSPRINT INC.,3
1815,CYHU,CYOO,AIR CANADA,3
1817,CSD4,CYUL,OTHERS,3
1821,CNV9,CYUL,SUNWING AIRLINES INC.,3
1822,CNV9,CYUL,AVIATION STARLINK INC.,3
1823,CNV4,CYUL,OTHERS,3
1824,CNP7,CYUL,OTHERS,3
1827,CNF3,CYUL,OTHERS,3
1828,CYVB,CYCL,OTHERS,3
1829,CFQ7,CYUL,OTHERS,3
1831,CYUL,CLC2,AVIATION STARLINK INC.,3
1834,CSN7,CYUL,OTHERS,3
1837,CYCL,CYUL,OTHERS,3
1843,CST3,CYUL,OTHERS,3
1844,CYUL,CNA3,AIRSPRINT INC.,3
1845,CSR3,CYUL,SKYSERVICE BUSINESS AVIATION INC./SKYSERVICE AVIATION D'AFFAIRES INC.,3
1850,CYUL,CLA2,OTHERS,3
1852,CYHU,CCY4,OTHERS,3
1854,CYMX,CCP3,OTHERS,3
1855,CYUL,CYND,AVIATION STARLINK INC.,3
1856,CSE4,CCP3,OTHERS,3
1858,CYUL,CCF4,SKY REGIONAL AIRLINES INC. /LIGNES AÉRIENNES SKY REGIONAL INC.,3
1859,CYYZ,CYND,OTHERS,3
1860,CZBA,CYND,OTHERS,3
1861,CSU3,CYTZ,OTHERS,3
1862,CSG3,CYTZ,OTHERS,3
1863,CSA2,CYFJ,OTHERS,3
1865,CYUL,CDA4,OTHERS,3
1866,CYMW,CYND,OTHERS,3
1867,CSY4,CLA2,OTHERS,3
1868,CSY3,CLA2,OTHERS,3
1869,CNC4,CYND,OTHERS,3
1873,CST3,CYND,OTHERS,3
1875,CTR6,CYND,OTHERS,3
1877,CSP5,CES2,OTHERS,3
1878,CYJN,CYND,OTHERS,3
1880,CSB3,CSJ5,OTHERS,3
1881,CYUL,CYQY,SKY REGIONAL AIRLINES INC. /LIGNES AÉRIENNES SKY REGIONAL INC.,3
1883,CSA2,CSQ3,OTHERS,3
1884,CSU3,CSY3,OTHERS,3
1885,CYYZ,CYVB,OTHERS,3
1886,CYHU,CTQ2,OTHERS,3
1887,CSJ4,CSY3,OTHERS,3
1888,CSE4,CSY3,OTHERS,3
1889,CYKZ,CZBM,OTHERS,3
1891,CYND,CZBM,OTHERS,3
1893,CYSA,CZBM,OTHERS,3
1894,CYGV,CYHU,OTHERS,3
1896,CYJN,CSP6,OTHERS,3
1897,CSV8,CSY3,OTHERS,3
1898,CSU7,CYHU,OTHERS,3
1900,CNF3,CYHU,OTHERS,3
1904,CSJ5,CYVB,OTHERS,3
1908,CYSC,CTQ2,OTHERS,3
1910,CYPN,CYVB,OTHERS,3
1911,CYSN,CYHU,BANK OF UTAH TRUSTEE,3
1913,CYGK,CZBM,OTHERS,3
1914,CSG3,CSQ3,OTHERS,3
1915,CYUL,CYVB,SKYSERVICE BUSINESS AVIATION INC./SKYSERVICE AVIATION D'AFFAIRES INC.,3
1918,CSN7,CSM5,OTHERS,3
